0.007169502,-0.005527244,-0.003628096,-0.007980253,0.00028931,-0.000135083,0.002093917,0.002123918,0.001191143,0.000284679,-0.002245424,0.001344198,-0.000764032,-0.003006862,-0.000512364,-0.000364978,-0.000951821,-0.000897359,-0.000918881,0.001112271
-0.011332996,0.000222334,-0.000735889,-0.001924523,0.003262397,-0.004557498,0.001533881,-0.002549905,-0.000594039,0.001218316,0.001112138,0.003035269,0.000653523,-0.001219692,-0.000957445,0.001388911,-0.001634865,0.000887138,-0.000178665,-0.002133056
0.009121403,-0.009407268,-0.001068163,-0.004274903,-0.000290964,-0.001659882,-0.006470977,-0.000695692,0.00137546,-0.000870392,0.000854913,-0.001304954,0.000568002,0.000482046,-0.000552222,0.000783336,0.000658829,0.001099669,-0.000722321,-0.000622494
0.008662861,-0.00514987,-0.000898899,-0.008217849,-0.001269968,0.002601972,0.000561378,0.001475751,-0.000479428,-0.000620117,4.10E-05,0.002205765,-0.000770721,-0.0032311,-0.000831045,0.000976872,-0.001464229,0.001661702,-0.000685898,-0.001513647
-0.00953977,0.002227143,-0.003743734,-0.000285543,0.000637374,0.002523337,-0.002288538,-0.002768033,-0.001834502,-0.000576434,0.000104307,0.000536452,0.001538713,0.000458238,0.001914499,-0.001189589,-0.001008175,-0.00012925,-0.001447726,-0.00258293
0.006521325,-0.007222072,-0.003030509,0.00240311,0.002936633,-0.00253908,0.001658446,0.000493,0.004476933,0.001085926,0.001479452,-0.000490053,-1.50E-05,-9.06E-05,-0.000397539,0.001969263,0.00057492,-0.000747885,-0.00086962,-0.00089226
-0.009979637,0.007522446,-0.007823779,-0.003375313,-0.001151575,-0.000669413,0.000719315,-0.000714095,-0.000384112,-0.001096481,-0.00022227,-0.000237467,0.002774978,0.000177232,0.001584187,0.000891401,0.00105424,-0.00011133,0.000745775,-0.00031986
-0.009384366,0.001126333,-0.001754685,-0.000754447,-0.001871724,0.003825496,0.00190656,-0.002116939,6.07E-05,5.44E-05,0.002200101,-0.002582827,0.000184942,-0.000843179,0.000672932,-0.000462123,-0.001802653,-0.000686327,-0.000103836,-0.000879843
-0.012440775,-0.002163561,-0.001286062,0.002381067,-0.00363096,0.000579556,-0.002008365,-0.000906837,-0.000530984,0.00048631,-0.000495313,-0.00010628,0.001282681,2.05E-05,0.000380481,-0.000948596,-0.000945628,-0.001172019,-0.000469573,-0.000578049
-0.00898589,-0.002320527,0.002775394,-0.001155967,0.004695885,-0.00260181,0.003702721,-0.001327778,5.28E-05,-0.001066997,-9.98E-05,0.001008801,0.000461872,-0.00074953,0.000165568,0.001851327,0.001534704,-0.000115257,0.000727958,-0.000100075
0.008711958,-0.009186553,-0.000601828,0.002863037,-0.005116482,-0.001008118,-0.000444232,-0.00338564,-5.15E-05,-0.001557774,-0.000728428,-9.16E-05,-0.000397396,0.001311809,0.001418093,0.001096472,0.001660027,0.000529326,0.000874015,-0.001460406
0.008039844,-0.005073899,-0.003028873,-0.002059958,-0.004416588,0.000244998,0.003315856,-0.000830959,-0.00149702,0.003113886,0.00154708,-0.001425007,-0.001042115,-0.001417562,0.001559972,0.000773422,0.000226978,0.001938125,0.000247293,-0.001134575
0.00516401,-0.000680479,-0.009312478,-0.005748579,0.002510657,-0.000208412,-0.002479993,-0.001561746,0.001064602,0.000641326,0.000769818,-0.000735584,-0.000615526,-0.000358617,-0.002151275,-0.001178995,0.001488194,0.000595983,0.000347826,0.002102743
