"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"5508",2.74998576342038e-20,0.123843092007381,0.261,0.11,2.48268714721592e-16
"14",2.76821423951265e-20,0.17065462662912,0.912,0.761,2.49914381543202e-16
"4933",2.77077788228029e-20,0.172064210024357,0.29,0.122,2.50145827212264e-16
"7708",2.87380972191321e-20,-0.233798027363721,0.214,0.271,2.59447541694325e-16
"4811",2.94103026795542e-20,0.163383005867019,0.131,0.02,2.65516212591015e-16
"3429",2.95578227532464e-20,0.208193231722517,0.838,0.657,2.66848023816309e-16
"4275",2.98043099498798e-20,0.243521679714246,0.454,0.251,2.69073310227515e-16
"957",3.0216663329753e-20,-0.191691677769077,0.068,0.183,2.7279603654101e-16
"4481",3.04719147004168e-20,0.12014860790672,0.154,0.034,2.75100445915362e-16
"2509",3.13201279156517e-20,-0.166622066986486,0.437,0.426,2.82758114822504e-16
"7275",3.14699219721748e-20,-0.225849226809913,0.321,0.375,2.84110455564794e-16
"4267",3.2316131705662e-20,0.125635871535926,0.388,0.211,2.91750037038717e-16
"6613",3.26291325065857e-20,0.140475067755088,0.297,0.133,2.94575808269456e-16
"1172",3.32876151020153e-20,0.129006865817268,0.24,0.093,3.00520589140994e-16
"143",3.40928980466773e-20,-0.194230130564895,0.083,0.206,3.07790683565403e-16
"5322",3.4456736734244e-20,0.165445461340462,0.31,0.139,3.11075419236755e-16
"3698",3.4500910293126e-20,-0.25925102389599,0.346,0.416,3.11474218126342e-16
"5433",3.51653811127612e-20,0.180290373993198,0.398,0.208,3.17473060686008e-16
"510",3.5975911902771e-20,-0.25817819417635,0.109,0.24,3.24790532658217e-16
"4995",3.71204227275809e-20,-0.203278024575636,0.085,0.208,3.35123176384601e-16
"5519",3.72759343804241e-20,-0.256342743853651,0.3,0.386,3.36527135586469e-16
"8317",3.82946679422054e-20,-0.24436237741081,0.041,0.143,3.4572426218223e-16
"1737",3.8797466598804e-20,-0.20936914630471,0.172,0.279,3.50263528454002e-16
"8621",3.90953407730443e-20,-0.213232044445423,0.192,0.27,3.52952736499044e-16
"7838",3.92228696152123e-20,-0.217455187723293,0.138,0.232,3.54104066886137e-16
"2943",3.92808896775444e-20,-0.158301857393821,0.047,0.166,3.54627872008871e-16
"8061",3.93622629308653e-20,-0.209291075428941,0.094,0.215,3.55362509739852e-16
"1188",4.07600263626461e-20,-0.207449013357604,0.109,0.206,3.67981518001969e-16
"6933",4.17175380789349e-20,0.21311731360704,0.964,0.857,3.76625933776624e-16
"704",4.22400366309352e-20,0.112285917000038,0.124,0.017,3.81343050704083e-16
"1331",4.22524977047674e-20,0.247558627393252,0.861,0.697,3.8145554927864e-16
"8276",4.2291978349945e-20,-0.241435286417507,0.709,0.712,3.81811980543304e-16
"2725",4.23053222836748e-20,0.0616232989131278,0.136,0.045,3.81932449577016e-16
"4253",4.42121237204377e-20,0.163903638080564,0.425,0.237,3.99147052948112e-16
"6461",4.54422328714971e-20,-0.252947237387238,0.25,0.309,4.10252478363876e-16
"7283",4.75688761483346e-20,-0.267818397977095,0.292,0.381,4.29451813867164e-16
"3904",5.02810978464319e-20,0.116790030540878,0.295,0.138,4.53937751357587e-16
"82",5.11256876643742e-20,0.135795497844397,0.42,0.24,4.6156270823397e-16
"320",5.22056572145893e-20,-0.219410976556573,0.743,0.728,4.71312673333312e-16
"261",5.22825200912795e-20,-0.262177196775507,0.504,0.577,4.72006591384072e-16
"8236",5.25129627840238e-20,-0.247857015513191,0.144,0.25,4.74087028014166e-16
"5070",5.26034929228978e-20,-0.184567550363501,0.065,0.17,4.74904334107922e-16
"6208",5.36802871352192e-20,-0.314530065920165,0.37,0.451,4.84625632256759e-16
"4547",5.47607983685002e-20,-0.223471520848528,0.185,0.285,4.9438048767082e-16
"7345",5.4794369563376e-20,0.0888892038553698,0.515,0.338,4.94683568418158e-16
"8319",5.50650065849995e-20,-0.193087874295422,0.228,0.265,4.97126879449375e-16
"1174",5.67289644512151e-20,-0.161235750099853,0.706,0.66,5.1214909106557e-16
"5650",5.73210956740341e-20,-0.279613337159722,0.092,0.232,5.1749485174518e-16
"6861",5.73502909132967e-20,-0.204179959048673,0.028,0.112,5.17758426365242e-16
"571",5.96013117896115e-20,0.203979992596824,0.71,0.506,5.38080642836613e-16
"8955",5.98589515479241e-20,-0.197423536645384,0.033,0.136,5.40406614574658e-16
"7219",6.20957010113589e-20,0.222250658345077,0.615,0.404,5.60599988730548e-16
"4305",6.35229457014493e-20,0.0605101873698122,0.321,0.185,5.73485153792684e-16
"7365",6.36791621138147e-20,-0.213089387790464,0.119,0.233,5.74895475563519e-16
"6104",6.51349102307913e-20,0.165053226260825,0.546,0.346,5.88037969563584e-16
"1643",6.74646737803149e-20,0.13309108748328,0.346,0.177,6.09071074888683e-16
"5629",6.79949936000921e-20,-0.217441389754213,0.13,0.222,6.13858802221631e-16
"2255",6.8279612284378e-20,-0.037233710215219,0.16,0.1,6.16428339703364e-16
"1324",6.84167972420462e-20,0.141409099593941,0.117,0.014,6.17666845501193e-16
"7394",7.12100687550875e-20,-0.14461032109999,0.838,0.767,6.4288450072093e-16
"1089",7.27383336381166e-20,-0.257780772293007,0.047,0.126,6.56681676084916e-16
"6512",7.36703617952072e-20,0.102858985569202,0.21,0.079,6.65096026287131e-16
"3608",7.38069522464798e-20,0.149364169253196,0.278,0.115,6.6632916488122e-16
"3203",7.58190426478513e-20,0.133961455849104,0.595,0.399,6.84494317024802e-16
"3031",7.62556034879969e-20,-0.17415515312017,0.905,0.851,6.88435588289636e-16
"8203",7.6417494086959e-20,-0.162174732761401,0.346,0.351,6.89897136617066e-16
"45",7.70895854580715e-20,-0.251664341282118,0.519,0.598,6.9596477751547e-16
"6109",7.78457874329679e-20,0.166508831787805,0.248,0.09,7.02791768944835e-16
"5720",8.13896678212457e-20,-0.254493676459193,0.281,0.362,7.34785921090206e-16
"5229",8.44918731200454e-20,0.186283373719214,0.539,0.334,7.6279263052777e-16
"3940",8.52058000226628e-20,-0.21934867297233,0.09,0.201,7.692379626046e-16
"4808",8.61198635860889e-20,0.189277117626205,0.407,0.215,7.7749012845521e-16
"981",8.67536580496329e-20,0.24571704211556,0.852,0.691,7.83212024872086e-16
"3348",8.78348700310745e-20,0.156358765608504,0.284,0.121,7.9297320664054e-16
"2175",8.80553175507362e-20,-0.225236495254149,0.348,0.428,7.94963406848046e-16
"6255",8.83757095071905e-20,-0.239513418428193,0.326,0.412,7.97855905430916e-16
"7210",8.9375159631327e-20,-0.336961258422548,1,0.996,8.0687894115162e-16
"872",8.99844708062551e-20,-0.212475764507889,0.447,0.465,8.12379802438871e-16
"1731",9.39111575983782e-20,-0.1870152872333,0.182,0.213,8.47829930798158e-16
"2972",9.41899083501757e-20,-0.259481997709939,0.207,0.35,8.50346492585386e-16
"3413",9.43773119345127e-20,-0.191603459425707,0.062,0.173,8.52038372144781e-16
"3398",9.5131843767374e-20,-0.224981792160656,0.42,0.448,8.58850285531853e-16
"899",9.57646263107004e-20,-0.255462892310592,0.432,0.501,8.64563046333004e-16
"1356",9.78941209081856e-20,-0.262477720335484,0.324,0.383,8.837881235591e-16
"8793",9.79278009676067e-20,0.000567366809849451,0.137,0.034,8.84092187135553e-16
"4957",9.83933692909848e-20,-0.226125183077027,0.12,0.205,8.88295337959011e-16
"3743",9.84462603386548e-20,0.0125616917391201,0.44,0.284,8.88772838337375e-16
"2332",9.87040188652986e-20,-0.263367899721515,0.222,0.306,8.91099882315915e-16
"6321",1.01230548898152e-19,0.10903713467457,0.451,0.271,9.13909395452518e-16
"2752",1.01259468961961e-19,0.124257592510797,0.23,0.091,9.14170485788584e-16
"1393",1.01833081575056e-19,0.139376509602074,0.213,0.067,9.19349060459602e-16
"2192",1.02038914464039e-19,0.0935698113997778,0.575,0.39,9.21207319781344e-16
"4118",1.02873896831475e-19,-0.207858534787972,0.062,0.163,9.28745540594555e-16
"2969",1.04031125345494e-19,0.198433117608792,0.537,0.33,9.39192999619123e-16
"3249",1.06606019551081e-19,-0.265129200857123,0.226,0.334,9.6243914450716e-16
"7280",1.07330390796518e-19,-0.259333183910805,0.458,0.494,9.68978768110968e-16
"5724",1.10080442364206e-19,-0.205193648005097,0.144,0.254,9.93806233664049e-16
"5890",1.10433763857084e-19,-0.239428760074457,0.137,0.239,9.96996020101755e-16
"1489",1.112824481489e-19,-0.372373737145976,0.598,0.587,1.00465794188827e-15
"7686",1.11453225837815e-19,0.0226638236687284,0.975,0.881,1.00619972286379e-15
"8800",1.13578002967508e-19,-0.220833749833431,0.103,0.208,1.02538221079066e-15
"691",1.17865804412658e-19,0.157451554962473,0.557,0.355,1.06409248223748e-15
"6663",1.21889831933405e-19,0.193300757917306,0.516,0.315,1.10042140269478e-15
"2896",1.22717493071545e-19,-0.0733265789932837,0.225,0.173,1.10789352744991e-15
"4842",1.26515473237382e-19,-0.272368871435445,0.172,0.254,1.14218169238709e-15
"7804",1.28200335707306e-19,-0.214696467054341,0.674,0.639,1.15739263076556e-15
"1696",1.30758144343331e-19,-0.0949523257055213,0.194,0.153,1.18048452713159e-15
"2629",1.31862935486331e-19,-0.208095899782194,0.692,0.669,1.19045858157059e-15
"6884",1.34188761405501e-19,-0.182496286404103,0.159,0.236,1.21145613796886e-15
"3058",1.38720514289592e-19,-0.199307514402463,0.147,0.239,1.25236880300644e-15
"5954",1.38973361581476e-19,-0.217411567783186,0.143,0.268,1.25465150835756e-15
"8070",1.39376557784758e-19,0.14814178881438,0.285,0.121,1.2582915636808e-15
"8095",1.40363965462926e-19,-0.222387176303348,0.168,0.258,1.2672058801993e-15
"30",1.40815398597862e-19,-0.215264630127933,0.15,0.264,1.2712814185415e-15
"2198",1.5187466926027e-19,0.159516283430638,0.871,0.706,1.37112451408171e-15
"5430",1.52742955893202e-19,0.0302905419226842,0.446,0.288,1.37896340580383e-15
"4834",1.54539266494009e-19,-0.179924779373218,0.418,0.428,1.39518049790791e-15
"2430",1.55735662182898e-19,-0.129371614680043,0.588,0.538,1.40598155818721e-15
"4866",1.60880477578654e-19,-0.207844840114587,0.226,0.312,1.45242895158009e-15
"1818",1.61865934976328e-19,-0.196290159807316,0.398,0.413,1.46132566096629e-15
"4562",1.62676701584889e-19,0.146330806226728,0.252,0.098,1.46864526190838e-15
"2157",1.66260641350863e-19,-0.208706314945593,0.707,0.677,1.50100107011559e-15
"4905",1.66357852184315e-19,0.164120779946091,0.22,0.073,1.50187868952000e-15
"8100",1.69631593614552e-19,-0.173731105420108,0.666,0.603,1.53143402715218e-15
"8657",1.72728868315743e-19,-0.235076402424523,0.074,0.187,1.55939622315452e-15
"4155",1.72890418447802e-19,-0.20965312439896,0.371,0.431,1.56085469774676e-15
"5752",1.73301942272567e-19,0.104090303744838,0.141,0.032,1.56456993483674e-15
"2415",1.75183451964521e-19,-0.298687557295308,0.076,0.159,1.5815562043357e-15
"3279",1.76404449521237e-19,-0.26278636064788,0.171,0.279,1.59257937027773e-15
"4745",1.7672721962205e-19,-0.218856246611923,0.066,0.162,1.59549333874787e-15
"4620",1.79389246092764e-19,0.15300504451524,0.327,0.16,1.61952611372547e-15
"1085",1.85738103170595e-19,0.260236708625978,0.797,0.617,1.67684359542413e-15
"6278",1.91342797836396e-19,-0.214854975538415,0.154,0.229,1.72744277886699e-15
"6637",1.93648452025512e-19,0.214364534718002,0.412,0.218,1.74825822488633e-15
"6976",1.95692695468683e-19,-0.160604423126055,0.04,0.138,1.76671365469127e-15
"6491",1.99384104613349e-19,0.06577232510512,0.452,0.282,1.80003969644932e-15
"530",2.01917059322621e-19,-0.263582726915349,0.185,0.268,1.82290721156462e-15
"8176",2.07405985315991e-19,-0.232589411795383,0.272,0.375,1.87246123543276e-15
"6477",2.07924510519383e-19,-0.196679785819729,0.226,0.294,1.87714248096899e-15
"6413",2.10263981710533e-19,0.0927241993656183,0.112,0.017,1.89826322688269e-15
"1486",2.13359354642836e-19,-0.173712189965893,0.039,0.145,1.92620825371552e-15
"7480",2.1879748159484e-19,-0.200697886670658,0.069,0.185,1.97530366383822e-15
"6937",2.20450202924626e-19,0.202621995047291,0.562,0.357,1.99022443200352e-15
"1238",2.23383302402508e-19,-0.214891662915304,0.178,0.278,2.01670445408985e-15
"6645",2.25825450931044e-19,0.0134728241131061,0.25,0.152,2.03875217100546e-15
"2448",2.28732476884344e-19,-0.172572535295216,0.222,0.242,2.06499680131186e-15
"5290",2.31742945115802e-19,0.12660825378904,0.233,0.093,2.09217530850546e-15
"3611",2.36620735016294e-19,-0.356489792203978,0.287,0.368,2.1362119957271e-15
"4669",2.4130403818246e-19,0.19315110143406,0.457,0.26,2.17849285671125e-15
"6251",2.49212753313196e-19,-0.224692193689608,0.389,0.409,2.24989273691153e-15
"7547",2.50609997003676e-19,-0.0640991911776716,0.958,0.872,2.26250705294918e-15
"3770",2.50901698550498e-19,0.0667425450793029,0.227,0.112,2.26514053451389e-15
"7848",2.52418050751356e-19,-0.280653574447843,0.682,0.721,2.27883016218324e-15
"6736",2.54666801126443e-19,-0.181580623844728,0.047,0.14,2.29913188056952e-15
"4526",2.67392842265379e-19,-0.30060392543768,0.306,0.34,2.41402257997184e-15
"8415",2.80655837375358e-19,-0.229313383886239,0.295,0.4,2.53376089982473e-15
"4009",2.86846262312077e-19,0.155702667289431,0.322,0.152,2.58964805615344e-15
"6863",2.99951451802094e-19,0.120432854155301,0.452,0.272,2.7079617068693e-15
"8386",3.1480290876596e-19,-0.222122630760785,0.278,0.354,2.84204066033909e-15
"5833",3.18510340635064e-19,-0.277013047702138,0.313,0.333,2.87551135525335e-15
"2654",3.20725543863507e-19,0.128566558873777,0.32,0.159,2.89551020999974e-15
"4331",3.23809723227352e-19,0.174014060775547,0.339,0.163,2.92335418129654e-15
"6585",3.28034190235212e-19,-0.304959692710304,0.474,0.537,2.9614926694435e-15
"5704",3.45107312606395e-19,-0.193887736767105,0.105,0.206,3.11562881821054e-15
"3680",3.53237837276298e-19,-0.251350451846398,0.366,0.42,3.18903119493042e-15
"4456",3.53679195515546e-19,-0.166595865088414,0.052,0.16,3.19301577711435e-15
"6295",3.56824845484084e-19,-0.175008312008934,0.044,0.146,3.22141470503031e-15
"4219",3.62196101813776e-19,-0.250266861715305,0.196,0.275,3.26990640717477e-15
"6563",3.64156404965304e-19,-0.217210353462784,0.701,0.618,3.28760402402677e-15
"8440",3.75134389946763e-19,-0.186505467532918,0.29,0.312,3.38671327243937e-15
"7067",3.75219773139214e-19,-0.237388823478133,0.58,0.559,3.38748411190082e-15
"8303",3.75725010538268e-19,-0.136084407988068,0.041,0.156,3.39204539513949e-15
"1361",3.79034123853781e-19,0.0929937799999146,0.297,0.154,3.42192007015194e-15
"835",3.7987468859884e-19,-0.219757633521897,0.178,0.265,3.42950868867033e-15
"903",3.82698279483739e-19,0.125642502370678,0.214,0.079,3.45500006717919e-15
"8097",3.85786376080175e-19,-0.243829688093446,0.243,0.378,3.48287940325182e-15
"2624",3.87175965618438e-19,-0.223594679598018,0.121,0.229,3.49542461760326e-15
"5204",3.93865802306312e-19,-0.290584805457451,0.154,0.208,3.55582046322138e-15
"5694",3.99241784009761e-19,0.215694318668962,0.527,0.323,3.60435482604013e-15
"7801",4.12701790291155e-19,-0.17427060054694,0.062,0.163,3.72587176274855e-15
"3345",4.24153567055023e-19,0.125484890542234,0.238,0.097,3.82925840337275e-15
"2788",4.28554703582904e-19,0.31480935760838,0.598,0.399,3.86899186394646e-15
"8597",4.3130026567473e-19,0.206719487093869,0.548,0.343,3.89377879851146e-15
"6527",4.38839495926403e-19,-0.255428590200594,0.326,0.397,3.96184296922356e-15
"1148",4.38949801290703e-19,0.0679489215660463,0.178,0.065,3.96283880605246e-15
"1423",4.40952710279532e-19,0.14115765572318,0.234,0.091,3.98092106840361e-15
"5883",4.40987500999387e-19,0.079388149828273,0.443,0.287,3.98123515902247e-15
"2308",4.43251693454639e-19,0.262773507647545,0.698,0.501,4.00167628850848e-15
"1551",4.51670813213749e-19,-0.209869664622985,0.205,0.218,4.07768410169373e-15
"7785",4.5519868148565e-19,-0.170777083360632,0.068,0.197,4.10953369645245e-15
"1779",4.56010999276557e-19,-0.251631293199315,0.737,0.756,4.11686730146876e-15
"864",4.80801043231808e-19,0.107795907941403,0.116,0.015,4.34067181829676e-15
"1497",4.87932130593447e-19,-0.286490684037854,0.511,0.527,4.40505127499764e-15
"3110",4.90042885986198e-19,0.183784768194526,0.441,0.25,4.42410717468339e-15
"4159",4.90538329962939e-19,-0.105592455541942,0.308,0.258,4.42858004290541e-15
"2874",4.9065639828551e-19,-0.267248280697709,0.327,0.414,4.42964596372158e-15
"1128",5.17600378851798e-19,-0.227084853441668,0.251,0.343,4.67289622027404e-15
"1243",5.17689265236705e-19,-0.168753875414915,0.126,0.174,4.67369868655697e-15
"1678",5.31317405560934e-19,0.0609770553856822,0.635,0.459,4.79673353740412e-15
"3409",5.32547485558817e-19,-0.286744563282497,0.279,0.371,4.807838699625e-15
"6907",5.40947121228477e-19,0.126281615491282,0.234,0.094,4.88367061045069e-15
"3154",5.50357963973214e-19,0.149358023764042,0.217,0.076,4.96863169875017e-15
"4325",5.50844878982743e-19,-0.153774285577047,0.221,0.213,4.9730275674562e-15
"6092",5.60397077615267e-19,-0.199295362258273,0.215,0.253,5.05926481671063e-15
"7944",5.60840463149788e-19,0.160677840712136,0.807,0.626,5.06326770131629e-15
"8870",5.63796072073614e-19,0.183446907040442,0.391,0.206,5.08995093868058e-15
"1204",5.67705227440808e-19,-0.196807417627812,0.094,0.199,5.12524279333561e-15
"1214",5.72068802022144e-19,0.125471819137085,0.303,0.147,5.16463714465591e-15
"3168",5.75711286779666e-19,-0.252090740696304,0.207,0.247,5.19752149704682e-15
"7635",5.80260119269998e-19,-0.199392834405859,0.03,0.112,5.23858835676954e-15
"2422",5.84004180126432e-19,-0.187847642402594,0.792,0.768,5.27238973818143e-15
"786",5.94296643783383e-19,0.128978827908209,0.159,0.037,5.36531010007638e-15
"2963",6.14920308209637e-19,-0.159711715147758,0.042,0.143,5.5515005425166e-15
"5241",6.16630695669495e-19,-0.250294511554895,0.522,0.572,5.5669419205042e-15
"840",6.22051885819418e-19,0.15348069376791,0.425,0.237,5.61588442517771e-15
"4221",6.2238726729584e-19,0.062831389951102,0.422,0.267,5.61891224914684e-15
"1827",6.28873977582296e-19,-0.269680781271012,0.112,0.191,5.67747426961297e-15
"4757",6.42386769233566e-19,0.0995980789985031,0.273,0.133,5.79946775264064e-15
"6572",6.46271059388686e-19,-0.327463963974148,0.27,0.368,5.83453512416106e-15
"719",6.51371894739885e-19,-0.152963990446174,0.578,0.465,5.88058546571168e-15
"7155",6.62454083753564e-19,-0.19417509392339,0.518,0.503,5.98063546812718e-15
"2712",6.74076433924527e-19,-0.157734093374954,0.052,0.153,6.08556204547063e-15
"881",6.76570555686765e-19,-0.236618336954935,0.721,0.683,6.10807897674012e-15
"3506",6.82166992896937e-19,-0.164296861326853,0.047,0.145,6.15860361187355e-15
"5844",6.85804855718652e-19,0.11440979500328,0.982,0.892,6.19144623742799e-15
"2668",6.85905343265278e-19,-0.221350080583852,0.084,0.188,6.19235343899893e-15
"4896",7.11516616668376e-19,-0.240328133605808,0.262,0.385,6.4235720152821e-15
"1725",7.13481325532565e-19,0.142517577271385,0.212,0.072,6.441309406908e-15
"1698",7.29470487745718e-19,-0.151603990513608,0.438,0.406,6.58565956336835e-15
"6010",7.33929648430373e-19,-0.176646630107867,0.222,0.279,6.62591686602941e-15
"8182",7.43057356119213e-19,0.224031161911388,0.553,0.35,6.70832181104425e-15
"2206",7.51826688420462e-19,0.115627877342566,0.338,0.176,6.78749134305993e-15
"2098",7.5998295601744e-19,-0.192126707904939,0.694,0.652,6.86112612692545e-15
"2861",7.65674266454803e-19,-0.224168028355054,0.103,0.202,6.91250727755396e-15
"7748",7.6811311300234e-19,-0.196535588533418,0.263,0.331,6.93452518418512e-15
"61",7.69943111902097e-19,-0.114328822936516,0.515,0.428,6.95104641425213e-15
"6364",7.7158895371624e-19,-0.264838346766797,0.292,0.35,6.96590507415021e-15
"1404",7.77631304031687e-19,-0.240698446640685,0.207,0.289,7.02045541279807e-15
"5978",7.82836694148385e-19,-0.324205199496076,0.282,0.292,7.06744967477162e-15
"6972",8.04621736578106e-19,0.268442031857088,0.849,0.711,7.26412503782714e-15
"7927",8.08062753637717e-19,0.128517478787059,0.272,0.119,7.29519053984131e-15
"1313",8.31086003966097e-19,-0.211149773951113,0.134,0.237,7.50304444380592e-15
"7136",8.46223644404784e-19,0.0698621787923434,0.249,0.128,7.63970706168639e-15
"4274",8.49550330494768e-19,-0.308049274526995,0.513,0.553,7.66974038370677e-15
"2715",8.69909757548405e-19,-0.24265124584466,0.418,0.508,7.853545291147e-15
"742",8.74560686919502e-19,0.0942224736106284,0.281,0.139,7.89553388150926e-15
"978",8.89428814771945e-19,-0.20721694817374,0.113,0.228,8.02976333976112e-15
"6709",8.90819607788422e-19,0.109754511092664,0.316,0.166,8.04231941911387e-15
"5112",8.98141221070155e-19,-0.233211316993797,0.252,0.357,8.10841894382136e-15
"5130",9.05434405447997e-19,-0.175373767289504,0.296,0.315,8.17426181238451e-15
"6802",9.10264586975862e-19,0.0739396926121512,0.907,0.764,8.21786869121808e-15
"5115",9.20781556066507e-19,0.133441776723794,0.216,0.08,8.31281588816843e-15
"7740",9.24033054416793e-19,0.221564919174616,0.611,0.407,8.34217041527481e-15
"3703",9.46423703446359e-19,-0.22205606300733,0.072,0.185,8.54431319471373e-15
"1587",9.53567953108297e-19,-0.239057024258959,0.146,0.176,8.60881148066171e-15
"2026",9.63540372442565e-19,-0.239176658873172,0.231,0.295,8.69884248241148e-15
"6986",9.74328230215299e-19,0.102614379706039,0.195,0.074,8.79623526238372e-15
"5141",9.95475325164222e-19,0.169758534853746,0.325,0.153,8.9871512355826e-15
"4985",1.0056503336074e-18,0.0472352192273515,0.489,0.324,9.07901121180758e-15
"1019",1.00804429738454e-18,0.232530714710372,0.769,0.583,9.10062391678763e-15
"3125",1.01296916712233e-18,-0.227620288478516,0.22,0.292,9.1450856407804e-15
"8555",1.02492290308107e-18,0.164706513976347,0.293,0.128,9.25300396901594e-15
"5121",1.02962841988599e-18,-0.217211127004881,0.51,0.546,9.2954853747307e-15
"6135",1.03279592473413e-18,-0.224449678101402,0.165,0.242,9.32408160849976e-15
"7116",1.08524895509689e-18,0.178133948098827,0.242,0.094,9.79762756661474e-15
"6448",1.11270755694938e-18,-0.163182899068099,0.185,0.201,1.0045523824139e-14
"3668",1.11715531563571e-18,-0.258620277688353,0.313,0.406,1.00856781895592e-14
"7985",1.12807476656705e-18,-0.242184007673521,0.619,0.67,1.01842589925673e-14
"4567",1.13498123322222e-18,-0.182573507982528,0.106,0.215,1.02466105735302e-14
"4010",1.17966710149438e-18,0.209825214482666,0.737,0.546,1.06500345922913e-14
"2435",1.18190746886415e-18,-0.263173973163502,0.557,0.643,1.06702606289055e-14
"4410",1.19187140074582e-18,-0.209700479383899,0.196,0.25,1.07602150059333e-14
"6034",1.21333733136827e-18,-0.218797225017877,0.343,0.438,1.09540094275927e-14
"5806",1.22532516523632e-18,-0.206614585608484,0.247,0.323,1.10622355917535e-14
"2976",1.22988952117759e-18,0.108222817930433,0.388,0.211,1.11034425971912e-14
"1510",1.24558522561911e-18,-0.198550459273749,0.057,0.159,1.12451434168894e-14
"5944",1.24724544617546e-18,0.0312930858539148,0.319,0.184,1.12601318880721e-14
"4229",1.26868277477596e-18,0.146805265532964,0.355,0.187,1.14536680906774e-14
"728",1.27031612109238e-18,-0.248940758817424,0.154,0.261,1.1468413941222e-14
"4592",1.28903687727208e-18,-0.221057750406618,0.327,0.413,1.16374249280124e-14
"4626",1.2933934582804e-18,-0.210024405935854,0.293,0.33,1.16767561413554e-14
"7279",1.29700728889458e-18,-0.186323245049763,0.17,0.219,1.17093818041403e-14
"3228",1.31495585803035e-18,-0.16232126406043,0.038,0.129,1.1871421486298e-14
"4209",1.32058989833836e-18,-0.185377907981414,0.117,0.185,1.19222856021987e-14
"335",1.32395698630222e-18,-0.263861316921155,0.646,0.576,1.19526836723365e-14
"7789",1.32803462897609e-18,-0.222799836829472,0.275,0.353,1.19894966303962e-14
"4810",1.3425108703152e-18,-0.257468934785324,0.135,0.23,1.21201881372057e-14
"5668",1.36502286723568e-18,-0.013635721736982,0.986,0.909,1.23234264454037e-14
"8180",1.38098187772219e-18,-0.183570276730175,0.059,0.163,1.24675043920759e-14
"3003",1.40381499309611e-18,0.122728879300002,0.423,0.249,1.26736417576717e-14
"6726",1.41265431862987e-18,-0.271710451096113,0.372,0.404,1.27534431885905e-14
"5296",1.42671136698271e-18,0.0239560537873595,0.336,0.218,1.28803502211199e-14
"888",1.44507571415636e-18,0.0152011089912263,0.26,0.154,1.30461435474036e-14
"8873",1.44671700635057e-18,-0.245428252961971,0.305,0.395,1.3060961133333e-14
"8605",1.46266319153693e-18,-0.208376487840063,0.438,0.49,1.32049232931954e-14
"2193",1.47174881967252e-18,-0.0796050789951645,0.289,0.213,1.32869483440035e-14
"6652",1.49883017142654e-18,-0.264293256394244,0.786,0.799,1.35314387876388e-14
"7031",1.50627967166962e-18,-0.239171051598396,0.389,0.465,1.35986928758333e-14
"3493",1.51612135047206e-18,-0.219523179984103,0.182,0.265,1.36875435520618e-14
"3443",1.51818306225837e-18,0.202815574310472,0.399,0.212,1.37061566860685e-14
"4353",1.53237170888549e-18,-0.203401307802781,0.252,0.322,1.38342517878182e-14
"4876",1.53954775049989e-18,-0.233373444986525,0.064,0.15,1.38990370915131e-14
"384",1.54331660917808e-18,-0.0308939940503995,0.246,0.178,1.39330623476597e-14
"2053",1.59266184242919e-18,-0.241101797906511,0.563,0.558,1.43785511134507e-14
"3196",1.5964919164874e-18,0.148209318202444,0.266,0.114,1.44131290220482e-14
"7760",1.61756487646621e-18,-0.227075532975287,0.484,0.527,1.46033757047369e-14
"6630",1.61942409566742e-18,-0.19840816489812,0.295,0.357,1.46201607356854e-14
"1806",1.65199270975294e-18,-0.193600202458417,0.281,0.324,1.49141901836495e-14
"2411",1.66126415245734e-18,0.19996995045568,0.42,0.23,1.49978927683849e-14
"1320",1.69927599286456e-18,0.191769377931319,0.779,0.594,1.53410636635813e-14
"7643",1.70678725355213e-18,0.242910119993326,0.659,0.459,1.54088753250687e-14
"2104",1.76907179927305e-18,0.0647852713910108,0.258,0.132,1.59711802038371e-14
"2399",1.84811419145681e-18,0.0788190275162809,0.503,0.336,1.66847749204721e-14
"5591",1.86467977931659e-18,-0.170372771710508,0.888,0.829,1.68343290476702e-14
"7053",1.88446468817041e-18,-0.214071286768511,0.131,0.216,1.70129472048024e-14
"5203",2.10865831374527e-18,0.211093831060315,0.739,0.548,1.90369672564923e-14
"8949",2.11228586426897e-18,-0.240097664861288,0.329,0.409,1.90697167826202e-14
"8726",2.16518473813837e-18,-0.213078017573535,0.197,0.302,1.95472878159132e-14
"5734",2.21397657481704e-18,0.21387691371911,0.95,0.848,1.99877805174483e-14
"4524",2.22471837246272e-18,-0.233700575094652,0.558,0.514,2.00847574665935e-14
"8623",2.25095490895907e-18,-0.156078682945627,0.824,0.768,2.03216209180825e-14
"6793",2.27997162174561e-18,0.136322664273331,0.356,0.191,2.05835838011193e-14
"6721",2.28192408815391e-18,-0.20198655646072,0.11,0.244,2.06012106678535e-14
"7392",2.32131646745774e-18,-0.285406068575126,0.529,0.583,2.09568450682085e-14
"6106",2.33631695266617e-18,-0.185798652473735,0.107,0.218,2.10922694486702e-14
"3939",2.35646441133282e-18,-0.181162545437528,0.42,0.428,2.12741607055127e-14
"4544",2.36805869994006e-18,-0.200056011111145,0.234,0.294,2.13788339430588e-14
