11.603948,-0.041743126
13.368188,-0.65349615
8.477904,5.466345
13.430963,-0.41333565
5.8918967,8.001585
-1.337116,5.713987
1.611137,8.603804
9.62006,3.5399656
9.424232,5.5136847
-0.96463895,3.4448373
13.8673315,1.7312917
-4.40288,1.324577
10.151893,3.095665
3.848274,10.806368
12.704084,-0.94702226
9.4565935,3.7790725
-3.3058324,1.9541249
6.4345064,7.7289534
5.17355,8.35364
-3.3876123,3.5597334
12.157096,6.010715
7.3403573,7.8171315
9.886055,3.1392326
-2.7191124,3.6054087
10.574601,6.2672787
3.794208,7.939724
4.557327,9.62909
8.479781,7.3614264
9.555847,4.3674006
12.661522,4.7554274
-2.1606197,1.1064949
9.484565,4.233608
0.2975409,7.998506
12.118225,6.064812
12.263053,3.4047313
10.053822,2.86096
7.6113486,6.4518046
8.702583,7.3391495
-4.0904617,1.6128573
-3.1677644,-0.8383356
3.5429852,10.581708
9.5370865,4.1618037
1.3838434,7.512389
0.97446257,9.710573
-3.7688162,0.1505731
13.516349,0.9290316
-2.5871322,5.2312646
10.483891,6.5416408
1.856133,8.757631
9.703732,3.4893947
-0.7491645,5.8426347
14.08836,1.658729
-4.336881,-0.35522053
2.1886475,9.742945
10.987918,7.352705
-0.5338913,3.1473143
7.9284062,5.834641
4.075023,10.934583
-4.059848,0.2936663
1.761983,8.645014
13.507628,-0.5856281
11.813491,-0.8217136
5.368517,8.236885
5.362361,8.160725
-4.316611,2.616786
3.7514682,7.9191413
-2.662998,0.288792
-1.5997158,2.3529234
2.9697468,10.28515
13.294043,3.6036677
-2.7155304,2.9490366
12.860243,0.9817679
-2.1201062,1.2551389
-3.5459876,3.5220604
-3.8028774,2.6745105
-3.0731812,2.452617
7.8932266,6.0278654
7.7831845,7.755589
-3.975396,0.22090133
-4.4969316,0.2945984
9.537807,3.8991125
2.560679,8.938634
8.323853,7.5732255
-2.7159252,0.90261775
-3.2210617,4.299326
-2.8451362,3.3428886
-1.0826739,2.2314484
12.275577,5.857467
-5.237064,1.3735508
12.712804,2.4283762
14.065729,0.26212838
7.5782833,7.2767677
2.5110626,9.022467
9.436888,5.706541
5.372368,8.2781315
8.519498,5.561294
3.5986454,9.836575
13.2194605,0.8016119
14.388335,0.8686565
10.415468,7.225735
11.257136,7.0965934
0.8012754,7.3175282
-0.701323,5.9505897
9.821769,6.9777865
-3.777893,-0.010352258
4.3942943,9.932433
-2.5941122,0.70770127
-2.3218167,5.380875
-3.6490529,3.6783845
-3.600631,3.7399094
-2.763348,2.853143
-0.7762147,2.4910583
-5.4807205,0.6275218
-1.6657043,4.157151
-2.0616295,1.749272
9.892191,3.141338
12.237163,5.913054
0.91610664,9.540608
4.624804,9.72708
9.724903,3.3141482
11.209821,2.1435444
5.523414,8.37972
10.83569,7.296643
3.3917778,7.5763235
-5.46506,0.8293214
-2.8737853,-0.5624848
-3.3548768,1.5500019
7.760453,6.1794252
10.992307,7.454239
3.3845327,10.313416
8.077927,7.3592305
13.987007,0.393083
9.925584,8.466003
13.257488,-0.4160091
-2.0697477,1.1969379
-3.7075222,1.900322
-5.307538,1.2263097
1.1066289,7.2724023
-2.3221576,3.7585535
-1.930702,1.5080643
11.524134,4.6748953
-1.6631948,6.1706214
-1.9793847,1.3709869
3.5963016,7.8385816
8.059723,5.7498827
12.557532,1.1922075
10.744954,8.066621
9.7504015,8.521081
-0.29333284,6.393847
4.787556,8.97929
4.9589725,8.805669
-1.255054,3.2779367
-3.7684944,1.7363503
12.027566,-1.0055267
-2.0827396,1.6669078
11.2687,-0.37081006
-2.9079466,0.1325603
5.0740047,8.196529
13.33018,-0.40957478
9.464688,8.451339
11.401889,-0.06848652
10.193003,7.536872
0.5205284,9.728241
4.3203516,8.57138
1.4838113,8.688236
-2.7346005,5.016165
12.762589,2.439941
-2.8351886,-0.5330442
11.596603,4.474419
3.6664884,10.340355
5.995402,8.01947
8.789234,7.104832
12.292101,5.089309
12.726998,1.0466683
-0.09158834,6.9109163
-5.2130094,0.36694396
9.95232,7.475266
13.669699,-0.25780594
3.928437,10.86199
13.678003,-0.44154
1.2077382,9.783629
10.75795,8.109642
-3.3082914,-0.8494559
12.375579,5.71294
12.495609,2.372246
11.678927,-0.7148101
-2.1259177,3.6601627
-4.20535,2.7212162
12.967381,0.94521374
4.3458,11.0731535
11.534709,-0.148774
12.4507065,3.625281
-3.332994,-0.7256783
-1.9350748,5.711559
11.8413315,2.294338
12.401346,2.990344
1.2271662,7.7132983
11.901867,3.3103552
-3.209682,2.1387186
7.8456163,6.06646
11.700823,1.7464606
-3.7923694,-0.03814557
11.287875,4.809128
0.77019906,7.3849993
14.431874,0.9719783
11.459724,4.6128054
-1.7930393,4.206433
-0.45193294,3.042024
13.58512,-0.3961107
11.836655,2.9938395
-0.44379696,6.2326536
-3.2093792,-0.7574657
8.167912,7.497551
9.515353,3.868182
14.435327,0.84226656
-4.832515,-0.025730425
9.671971,8.491115
5.935134,7.95949
10.83264,7.3233175
-4.4681506,1.4008265
9.736731,6.87228
12.144341,3.7641153
9.521367,5.139744
0.9003191,7.7687364
12.541645,5.419907
-2.0419734,1.7017316
