 ,TCGA-A3-3308-01A-01T-0860-13,TCGA-A3-3311-01A-01T-0860-13,TCGA-A3-3313-01A-01T-0860-13,TCGA-A3-3316-01A-01T-0860-13,TCGA-A3-3317-01A-01T-0860-13,TCGA-A3-3319-01A-01T-0860-13,TCGA-A3-3320-01A-01T-0860-13,TCGA-A3-3322-01A-01T-0860-13,TCGA-A3-3323-01A-01T-0860-13,TCGA-A3-3324-01A-01T-0860-13,TCGA-A3-3331-01A-01T-0860-13,TCGA-A3-3347-01A-02R-1324-13,TCGA-A3-3349-01A-01T-1187-13,TCGA-A3-3351-01A-02R-1324-13,TCGA-A3-3362-01A-02R-1324-13,TCGA-A3-3363-01A-01T-0860-13,TCGA-A3-3365-01A-01T-0860-13,TCGA-A3-3372-01A-01T-0860-13,TCGA-A3-3374-01A-01T-0860-13,TCGA-A3-3378-01A-01T-0860-13,TCGA-A3-3380-01A-01T-0860-13,TCGA-A3-3382-01A-01T-0860-13,TCGA-AK-3427-01A-01T-0860-13,TCGA-AK-3429-01A-02R-1324-13,TCGA-AK-3436-01A-02R-1324-13,TCGA-AK-3440-01A-02R-1276-13,TCGA-AK-3443-01A-01T-0860-13,TCGA-AK-3451-01A-02T-1187-13,TCGA-AK-3455-01A-01T-0860-13,TCGA-AK-3456-01A-02R-1324-13,TCGA-AK-3465-01A-02R-1324-13,TCGA-AS-3777-01A-01T-0860-13,TCGA-B0-4838-01A-01R-1304-13,TCGA-B0-4839-01A-01R-1304-13,TCGA-B0-5077-01A-01R-1333-13,TCGA-B0-5081-01A-01R-1333-13,TCGA-B2-3923-01A-02R-1324-13,TCGA-B2-3924-01A-02R-1324-13,TCGA-B2-4098-01A-02R-1324-13,TCGA-B2-4099-01A-02T-1187-13,TCGA-B2-4102-01A-02R-1324-13,TCGA-B8-4143-01A-01T-1187-13,TCGA-B8-4148-01A-02R-1324-13,TCGA-B8-4151-01A-01T-1187-13,TCGA-B8-4154-01A-01T-1187-13,TCGA-B8-4619-01A-01R-1187-13,TCGA-B8-4620-01A-01R-1187-13,TCGA-BP-4158-01A-02R-1288-13,TCGA-BP-4159-01A-02R-1288-13,TCGA-BP-4160-01A-02R-1288-13,TCGA-BP-4161-01A-02R-1324-13,TCGA-BP-4162-01A-02R-1324-13,TCGA-BP-4163-01A-02R-1324-13,TCGA-BP-4164-01A-02R-1324-13,TCGA-BP-4165-01A-02R-1288-13,TCGA-BP-4166-01A-02R-1288-13,TCGA-BP-4167-01A-02R-1324-13,TCGA-BP-4169-01A-02R-1288-13,TCGA-BP-4174-01A-02R-1288-13,TCGA-BP-4176-01A-02R-1288-13,TCGA-BP-4325-01A-02R-1288-13,TCGA-BP-4326-01A-01R-1288-13,TCGA-BP-4327-01A-01R-1288-13,TCGA-BP-4329-01A-02R-1288-13,TCGA-BP-4330-01A-01R-1288-13,TCGA-BP-4332-01A-01R-1288-13,TCGA-BP-4334-01A-01R-1288-13,TCGA-BP-4335-01A-01R-1288-13,TCGA-BP-4337-01A-01R-1288-13,TCGA-BP-4338-01A-01R-1288-13,TCGA-BP-4341-01A-01R-1288-13,TCGA-BP-4342-01A-01R-1288-13,TCGA-BP-4343-01A-02R-1288-13,TCGA-BP-4344-01A-01R-1288-13,TCGA-BP-4345-01A-01R-1288-13,TCGA-BP-4346-01A-01R-1288-13,TCGA-BP-4347-01A-01R-1288-13,TCGA-BP-4351-01A-01R-1288-13,TCGA-BP-4352-01A-01R-1288-13,TCGA-BP-4353-01A-02R-1288-13,TCGA-BP-4354-01A-02R-1288-13,TCGA-BP-4355-01A-01R-1288-13,TCGA-BP-4756-01A-01R-1288-13,TCGA-BP-4758-01A-01R-1288-13,TCGA-BP-4762-01A-02R-1288-13,TCGA-BP-4763-01A-01R-1288-13,TCGA-BP-4765-01A-01R-1288-13,TCGA-BP-4766-01A-01R-1288-13,TCGA-BP-4768-01A-01R-1288-13,TCGA-BP-4769-01A-01R-1288-13,TCGA-BP-4775-01A-01R-1288-13,TCGA-BP-4777-01A-01R-1288-13,TCGA-BP-4781-01A-01R-1304-13,TCGA-BP-4798-01A-01R-1304-13,TCGA-BP-4799-01A-01R-1304-13,TCGA-BP-4803-01A-01R-1304-13,TCGA-BP-4962-01A-01R-1333-13,TCGA-BP-4963-01A-01R-1333-13,TCGA-BP-4972-01A-01R-1333-13,TCGA-BP-4983-01A-01R-1333-13,TCGA-BP-4991-01A-01R-1333-13,TCGA-BP-5004-01A-01R-1333-13,TCGA-CJ-4634-01A-01R-1187-13,TCGA-CJ-4636-01A-01R-1187-13,TCGA-CJ-4637-01A-01R-1187-13,TCGA-CJ-4638-01A-01R-1187-13,TCGA-CJ-4639-01A-01R-1187-13,TCGA-CJ-4640-01A-01R-1187-13,TCGA-CJ-4641-01A-01R-1187-13,TCGA-CJ-4643-01A-01R-1187-13,TCGA-CJ-4644-01A-01R-1187-13,TCGA-CJ-4871-01A-01R-1304-13,TCGA-CJ-4872-01A-01R-1304-13,TCGA-CJ-4873-01A-01R-1304-13,TCGA-CJ-4884-01A-01R-1304-13,TCGA-CJ-4885-01A-01R-1304-13,TCGA-CJ-4886-01A-01R-1304-13,TCGA-CJ-4892-01A-01R-1304-13,TCGA-CJ-4893-01A-01R-1304-13,TCGA-CJ-4894-01A-01R-1304-13,TCGA-CZ-4861-01A-01R-1304-13,TCGA-CZ-4862-01A-01R-1304-13
hsa-mir-514-3,-0.158553,-0.139444,-0.373293,-0.353219,0.573527,1.848116,-0.377274,-0.415762,-0.370279,-0.43872,-0.387836,-0.152284,-0.43872,-0.090134,0.878485,-0.334917,-0.280356,-0.43872,-0.43872,-0.039457,-0.398623,-0.345021,-0.43872,-0.051214,-0.087821,-0.156714,-0.402359,0.627306,-0.353586,-0.329353,0.677247,0.210157,-0.157008,-0.312562,0.190532,-0.351905,-0.152743,-0.03292,0.713381,-0.354601,-0.378611,-0.086311,-0.393234,-0.344155,-0.320924,-0.43872,-0.43872,-0.344512,-0.366372,-0.394687,-0.124908,-0.340208,0.339135,-0.096188,-0.275114,-0.163207,0.026033,-0.230624,-0.43872,0.179061,-0.366499,-0.389288,0.123349,-0.402506,-0.251931,-0.231972,-0.379507,0.113417,-0.086445,-0.023376,-0.184916,-0.097481,-0.370741,-0.248731,-0.307674,0.759889,-0.113256,-0.206383,-0.350572,-0.372231,-0.168982,-0.355555,-0.319538,-0.212088,0.208836,-0.368073,-0.400153,-0.0079,0.044313,-0.084134,-0.314004,-0.136475,0.104586,0.386042,0.014938,-0.165648,5.194554,0.10622,-0.281752,-0.336996,-0.350637,-0.262342,-0.43872,-0.260121,0.045995,0.548461,-0.328238,8.215643,3.289112,-0.308762,-0.226238,-0.040365,-0.325763,-0.43872,-0.197572,-0.222726,0.06318,-0.234633,-0.339523,-0.297018,-0.209697,0.862421
hsa-mir-532,-0.122079,-0.285151,1.818633,0.098653,-0.489603,-0.537844,0.515446,0.270582,-0.624866,1.046115,0.582341,-0.568865,-0.398204,0.169574,0.521792,0.729822,0.190092,0.091136,1.10129,0.917276,0.722162,1.557031,0.966612,0.817792,-0.429291,-0.255407,5.531072,-0.209542,0.822226,1.665331,0.110356,4.127447,0.458513,-0.185038,-0.69138,-0.297279,1.295302,-0.519158,-0.343092,-0.247434,0.674116,-0.842787,0.041275,-0.132801,0.271554,0.50565,-0.829546,0.196772,-0.635754,-0.562586,-0.178337,-0.253427,-0.732066,-0.2041,-0.161008,-0.292265,-0.781333,-0.571545,-0.17487,-0.466688,0.362961,-0.81218,-0.449932,-0.465445,-0.510992,-0.773586,0.323201,0.129367,-0.642447,-0.892464,0.039221,-0.614706,-0.662842,-0.290465,-0.696719,0.191845,0.716446,-0.508709,-0.77689,-0.353347,-0.347761,-0.623688,5.426041,-0.45608,-0.178763,-0.479682,-0.47459,0.923559,-1.042096,-0.936257,0.108022,0.775171,-0.621615,-0.261866,-0.660254,-0.607086,-0.454881,-0.674649,-0.598712,-0.373023,-0.787369,-0.137071,0.852373,-0.548253,-0.35183,-0.628213,-0.480312,-0.22817,-0.362014,-0.242478,0.648582,-0.590413,-0.710349,-0.392407,-0.15497,-0.706641,-0.462178,-0.227731,0.195093,0.129175,-0.721215,-0.640337
hsa-mir-539,0.115108,-0.114989,0.902442,0.901389,1.022315,0.237711,0.192327,1.002463,-0.586588,-0.137587,-0.176108,2.584637,-0.224792,-0.471107,-0.164492,-0.536144,-0.081793,-0.470921,-0.684221,-0.304516,-0.512622,-0.35006,-0.609347,-0.514133,-0.267083,-0.569282,-0.476742,-0.346286,-0.441328,-0.06016,0.256477,-0.684221,-0.511992,0.815511,-0.185531,0.554218,-0.276269,-0.452668,-0.431375,-0.384227,0.173254,0.572578,0.353986,-0.616771,0.071955,0.949542,-0.462297,-0.415442,-0.529411,0.383617,-0.311171,-0.262632,-0.381595,-0.500985,-0.077414,0.062528,0.460928,-0.090514,-0.290115,-0.023262,0.139986,-0.331636,0.563029,-0.322601,-0.257887,-0.192669,-0.684221,-0.334161,-0.181692,0.402024,1.60881,0.219809,0.091573,-0.413197,-0.248028,-0.410646,-0.352591,-0.352787,0.196001,0.54882,0.341877,-0.387628,-0.514206,0.043194,0.017832,-0.180322,-0.024016,0.160819,0.103273,-0.356922,-0.506311,-0.597989,-0.490462,-0.268972,-0.252786,-0.359601,0.285639,-0.260202,0.03232,9.32851,0.069696,-0.264876,2.370653,0.016412,-0.069593,-0.332163,-0.290209,-0.613269,0.126974,-0.452485,-0.684221,-0.329057,-0.308238,-0.352719,0.210189,-0.3761,-0.206906,-0.05343,-0.047438,-0.279937,-0.466417,-0.093642
hsa-mir-542,6.469089,1.137868,-0.55958,0.448177,-0.363098,-0.148892,-0.752352,-1.037601,-0.314102,-1.075438,1.519195,-0.163333,0.602178,-0.865141,-0.313785,-0.421924,0.122621,-0.0233,-0.814612,-0.530897,1.271557,-0.507659,-1.043936,0.461667,-0.30936,-1.336282,-0.336847,-1.017684,-0.498773,0.821404,0.677374,-0.614264,-0.943997,0.036664,0.230979,0.748285,-0.799731,0.733993,-1.014291,-0.436402,-0.636694,-0.860449,1.090319,1.302504,0.246448,-0.831621,-0.410335,-0.841595,-0.008369,0.10869,-0.5043,-0.52962,-0.732841,1.008187,-0.778258,0.557782,0.146717,1.742379,0.149865,-0.671156,-1.061125,3.635319,1.470369,2.319296,0.593153,-0.276801,-0.885724,0.825486,-0.442241,0.929376,1.0763,0.3741,-0.476028,-0.365156,1.393761,-0.388768,-0.774552,0.640031,-0.054741,0.178875,0.02958,-0.601309,-1.10161,0.454318,-0.118445,0.165606,0.064035,1.377372,1.236703,-0.600898,-0.410631,0.642812,0.081271,0.615586,-0.784927,-0.266701,-0.162882,-0.722216,0.728856,-0.711004,-0.385361,-0.52155,-0.568437,-0.186917,-0.965735,-0.880587,-0.625608,-0.813706,-0.006819,-0.500401,0.234412,0.566027,0.892223,0.151764,-0.242909,-0.500859,-0.442144,-0.801194,-0.002916,-0.890745,-1.014203,0.293795
hsa-mir-545,4.36598,0.506278,-0.694927,0.250842,-0.456681,-0.83569,0.37031,1.803989,0.558286,5.584386,0.998118,-0.639549,-1.281034,-1.281034,0.225316,-0.81609,2.029165,-0.611301,-0.526429,-0.088813,-0.562638,-0.861346,-0.810846,-0.212928,-0.233229,-0.920139,-0.955306,-0.927344,-0.518382,1.658167,0.991015,-0.312242,0.521555,-0.150885,0.284785,1.052084,-1.281034,-0.190466,-0.487133,-0.150707,1.411321,-0.754877,-0.058599,-0.433902,-0.225795,-1.281034,-0.584223,-0.859068,0.015189,-0.09767,1.061618,0.925184,-0.964299,-1.281034,1.06394,-0.046986,0.611393,-0.162538,0.698866,1.024877,-0.63406,0.490277,-0.162122,0.341021,-0.277062,0.262372,-0.75059,-0.181894,0.071428,-0.040794,1.245212,0.029057,-0.672063,0.420925,1.849451,0.43694,0.801514,-0.686372,0.298266,0.505848,1.135323,-0.536025,0.320442,0.495398,-0.584924,-0.648164,0.446428,-0.316194,0.573434,-0.533635,-0.163805,0.885018,-0.064277,-0.411816,0.073614,-0.873329,0.024063,0.050329,-0.156112,1.452757,0.297096,-0.754359,-0.716805,-1.281034,-0.316111,-0.728326,0.203541,-0.835475,-0.715025,-1.281034,-0.900344,1.395365,0.068151,-0.58712,0.447166,-1.281034,-0.781466,0.547209,-0.392406,-0.857902,-1.281034,-0.221412
hsa-mir-548o,0.42268,-0.084424,-0.516161,-1.338936,-0.181711,-0.088587,-0.566218,-0.328428,-1.338936,0.267342,-0.699042,2.263129,-0.528919,-0.086469,-0.634066,-0.033562,0.652573,1.481577,-0.279623,-1.338936,-0.330454,1.606854,-1.338936,-0.214382,0.131971,-0.832313,-1.338936,-1.338936,0.802282,0.036412,-0.701037,-1.338936,0.685443,-0.810103,-0.02008,-0.247193,-0.439864,-0.318311,-1.338936,-0.281101,0.172873,2.354157,-0.766919,1.039469,-0.598265,-1.338936,-1.338936,-0.746582,0.480701,-0.231465,0.634231,-0.71952,-0.449674,0.814813,0.718484,0.393418,0.255016,-0.815555,0.745601,-0.044122,3.202174,0.525987,1.802521,1.393511,0.54023,-0.472284,-0.5943,0.204035,-1.338936,0.402112,-0.275034,-1.338936,-0.484063,-0.144331,1.407671,-0.133091,-0.75424,-0.921544,-0.230426,0.333346,-0.208244,0.229828,-1.338936,1.511067,0.941194,-0.450514,-1.338936,-0.661716,-1.338936,-0.814337,-0.293361,3.982292,0.938507,-0.728832,1.513542,0.37807,1.103857,0.530029,0.240227,1.219526,-0.785093,-0.599591,0.245191,-0.215953,1.370182,0.212846,0.050427,-0.087988,1.839315,-1.338936,-0.270111,-1.338936,1.028545,-0.364821,1.087109,-1.338936,0.764941,0.799802,-1.338936,1.037031,0.581112,0.14856
hsa-mir-548v,-0.530573,0.54141,0.514614,1.013232,0.413305,-0.287275,1.433225,0.4102,1.156129,2.062136,0.574691,-0.517597,-1.110476,-1.110476,0.049701,-1.110476,-0.236367,-0.491489,-1.110476,0.542353,-0.114533,0.053189,2.366014,-0.616888,0.826348,-0.109828,0.093711,-0.129804,1.004118,-0.657727,-0.270519,1.575681,-0.444074,0.630385,0.047264,1.04586,1.257241,-1.110476,-1.110476,-0.065795,-0.115135,-0.624187,-1.110476,-0.327532,-0.135193,-0.056898,0.821564,0.449495,-0.810974,-0.381343,-0.677447,0.112955,-0.525006,-1.110476,-0.568653,-0.42615,1.338175,-0.765894,-0.653005,-0.684238,0.683381,-0.291928,-0.076345,-0.810646,1.054625,-0.2546,0.85053,-0.602547,-0.693815,-0.537343,-0.64351,0.907565,1.140842,0.069274,-0.748815,-1.110476,-0.725526,-0.01127,1.808794,-0.55998,-1.110476,-0.421917,6.290179,0.062259,-0.252656,0.644275,-1.110476,1.118857,0.03216,-0.247016,-0.422093,-0.109513,0.388941,-0.708798,2.019536,-0.356851,-0.306337,-1.110476,0.449051,-1.110476,0.348078,-0.623708,1.496907,-0.37113,-0.664571,-0.088818,-0.653114,-0.698678,-0.587354,-0.303493,-0.758631,0.126327,-0.798737,0.172196,-0.31185,-0.855004,2.583245,-0.547238,0.942763,-0.719405,-0.478418,-0.620809
hsa-mir-550a-1,-0.782695,-0.317762,0.336855,1.305316,1.764517,0.114914,-0.294525,-0.152504,-0.392271,-0.072676,-0.745985,0.272154,-0.815577,-0.464625,-0.373311,-0.58549,-1.037647,-0.755122,-0.207744,-0.22009,0.096355,0.997429,-0.731943,-0.234194,0.857832,0.10244,-0.554651,-0.26933,-0.694535,-0.39328,-0.006634,-0.244274,-0.72167,-0.823364,1.666941,-0.431169,-0.565408,-0.836268,0.102331,-0.700468,-0.840711,0.008956,-0.660429,-1.191819,-1.019803,-1.191819,0.17124,-0.228826,-0.135322,0.479998,-0.42806,-0.18483,-0.46898,-0.566576,-0.427303,-0.306698,0.659105,-0.340956,1.390154,0.161385,-0.559033,-0.903075,-0.097445,-0.768757,-0.646289,0.116464,0.883423,-0.475129,-0.162974,5.682074,-0.944734,0.659033,-0.000586,0.195376,0.21152,-0.35167,-0.920235,-0.028579,3.442174,2.303569,4.322695,-0.948929,0.896653,-0.778135,-0.813572,0.458823,0.159843,0.69554,0.420446,-0.948149,-0.584748,1.103275,2.246168,0.083414,1.237235,0.403236,-0.199004,-0.902449,-0.458319,-0.003447,-0.548686,-0.16157,0.463744,-0.409402,-0.562644,-0.290841,-0.869148,0.406067,0.099905,-0.812266,0.173432,0.698745,-0.312088,-0.060659,-0.34667,0.250071,-0.214596,-0.099062,-0.612392,1.567195,-0.299982,-0.155436
hsa-mir-550a-2,0.140816,-0.975616,2.747437,0.440613,0.12094,-0.373889,-0.472701,-0.410479,-1.21743,1.259524,-0.477371,0.171207,-1.21743,-0.8553,-0.538091,-1.21743,-0.833555,-0.492537,0.620269,-0.088318,-0.731453,0.031769,-0.835746,-0.061354,0.341961,0.247388,-0.953014,-1.121725,-0.804698,0.638314,-0.479677,-0.430994,-0.241904,-0.605816,0.646828,-0.796551,0.515584,-0.33214,-0.572964,-1.013526,-0.63461,-0.22082,-0.666132,-0.988204,-0.218049,-0.29205,0.479522,-0.189813,0.185551,-0.470281,-0.710311,-0.381657,-0.360378,-0.490922,-0.26564,0.919665,0.626029,-0.410353,0.389795,2.40152,-0.342106,-0.618306,-0.611896,-0.339606,-0.85521,1.1213,0.074366,0.269653,0.002446,5.662303,-0.807283,-0.035771,-0.393522,0.970104,-0.476236,-1.101213,-0.541209,-0.412882,1.346629,3.134186,2.923572,-0.108674,-0.206295,0.155955,-0.652348,0.495054,0.465333,0.218488,0.789774,-0.762393,-0.310497,2.299244,2.513986,0.193781,1.531727,0.547705,-0.746568,-0.977261,-0.304252,0.262044,-0.790404,-0.219839,0.309317,-0.135123,-0.695232,-0.170529,-0.547911,0.108772,-0.604804,-0.823657,0.018701,1.317296,0.607951,-0.090832,-0.399071,0.65246,-0.271183,-0.14557,-0.135387,0.843485,-1.03238,-0.643984
hsa-mir-551b,-0.179619,0.003183,4.067181,0.019524,0.046979,-0.283392,0.176959,-0.314115,-0.261887,-0.193804,-0.00937,-0.066381,0.374521,-0.321418,-0.265387,1.685894,-0.118216,-0.340479,-0.275992,-0.289537,-0.125606,-0.071488,7.173356,-0.135105,-0.250936,-0.325058,-0.270889,-0.295141,0.017979,0.26653,-0.262814,2.30881,-0.340479,0.303384,-0.166525,-0.274018,-0.258381,-0.154085,0.711112,-0.243884,-0.179422,0.086679,-0.236013,-0.195692,-0.29539,6.137769,-0.132062,-0.178209,-0.312786,-0.239352,-0.320459,-0.24621,-0.245743,-0.274923,0.085361,-0.224475,-0.291962,-0.292687,-0.29818,-0.163128,-0.312834,-0.264793,-0.340479,-0.285032,-0.326179,-0.340479,-0.181823,-0.293514,-0.205638,-0.340479,-0.286507,-0.321819,-0.314458,-0.195034,-0.240158,-0.193665,-0.144713,-0.289661,-0.272997,-0.315028,-0.237231,-0.308646,-0.043954,-0.199513,-0.30082,-0.124145,-0.325716,-0.340479,0.821692,-0.26064,-0.197266,-0.08596,-0.323149,-0.247628,-0.137891,-0.340479,-0.117419,-0.321516,-0.292412,-0.184731,-0.222474,-0.272967,-0.292261,-0.237935,-0.237404,-0.151547,-0.150177,-0.321441,-0.24374,-0.265862,-0.275413,-0.22612,-0.297242,0.282171,0.065661,-0.269613,-0.191058,-0.223301,-0.207584,0.039198,-0.194374,-0.317841
hsa-mir-570,0.152739,-1.052272,-1.052272,-0.316779,-0.260687,-0.196987,-0.523704,-1.052272,0.1252,-1.052272,0.260862,-1.052272,-0.49819,-0.623905,0.394201,-0.60581,-0.144095,0.877064,-0.327662,-0.479856,0.672327,-0.246261,-0.600774,-0.79586,0.456961,1.373574,-0.739492,-1.052272,-1.052272,0.358913,-0.179578,-1.052272,-0.706085,-0.328788,1.654169,-1.052272,-1.052272,-0.005054,-1.052272,0.033125,-0.535205,-0.54703,0.121572,-0.238813,-0.038978,-1.052272,-0.383159,2.59446,0.814777,-0.673497,1.197262,-0.204863,-0.443983,0.789283,0.073609,1.317717,-0.688831,0.379776,0.848929,-0.609421,0.190243,-0.627047,1.096602,-0.117724,-0.088207,-1.052272,-0.033554,0.003178,1.112232,-1.052272,1.616142,-0.632934,1.28679,0.173459,1.953779,-0.227429,-0.252364,-1.052272,0.464252,-1.052272,-1.052272,-0.336877,4.586396,1.628301,0.284608,1.986298,1.933562,1.727192,-0.458687,-0.514005,2.8814,-0.012296,0.895048,-0.217605,-0.401872,-1.052272,-1.052272,1.93076,0.838089,-0.17723,0.084278,-1.052272,-0.510471,-1.052272,-0.588988,2.132157,0.373292,-0.624424,0.034748,-0.772794,-0.321156,-0.1956,-1.052272,-0.385941,-0.637396,-0.521413,-1.052272,-0.759677,0.654339,0.166665,1.574495,-0.543521
hsa-mir-574,0.38919,-0.628042,-0.576279,0.886945,-0.111298,-1.317675,0.220061,-0.063435,0.989673,-1.040777,0.272134,0.96576,-0.362445,-0.82633,-0.16973,-1.551521,-0.297089,-0.040272,-0.908684,-0.608557,0.145405,-0.011447,-1.679612,0.087613,-0.313476,-0.887062,-1.25897,-1.51956,-1.088881,-0.713645,-0.804934,-0.210624,-0.695766,-0.023233,-0.263983,1.004168,-1.673235,-1.506903,-0.753455,-1.619971,0.527347,-1.611425,-0.209302,-1.203523,-1.279092,-1.008482,0.934959,-0.199527,0.314432,-0.154267,0.834908,-0.201541,0.859399,0.34941,0.003863,-0.084041,-0.643901,-0.18383,0.10765,0.124753,1.011236,3.05833,1.064008,1.325339,-0.587874,-0.792453,-0.126184,0.578924,0.601309,-0.650878,0.182604,-0.795692,1.122641,0.67031,2.669366,0.061396,-0.039395,-0.639884,5.661489,0.269305,3.108324,0.212256,0.85774,-0.676081,-0.780053,0.608334,0.943173,0.675851,0.897635,-0.455396,-0.51326,0.830522,0.533836,1.627626,0.513317,0.316525,0.688658,-0.567536,0.05604,-0.143716,-0.53792,-0.205465,0.257296,-0.091089,0.373116,-0.152713,-0.436656,0.221499,-0.588693,-0.393947,0.391798,0.336048,-0.10037,-0.079361,0.670396,-0.673035,0.299511,-0.778974,0.201413,-0.593183,0.451496,-0.660709
hsa-mir-576,0.814961,0.438226,0.394864,0.056187,1.001505,0.845649,1.984323,2.878997,-0.057105,3.113075,-0.104455,-0.316088,-1.911323,-0.316738,-0.498295,-1.539563,-0.024741,-0.106379,-1.670642,-0.228924,0.249742,0.51125,-0.213159,-0.287993,-1.157543,-1.425298,-1.382402,-1.507586,0.616682,0.970459,-0.960637,0.119617,-0.954339,-0.544654,0.458237,1.836141,-1.037584,-0.671816,-0.602288,-0.896588,-0.724902,-0.267596,-0.330446,0.378248,-0.163485,-1.808711,-0.150592,-0.262736,-0.175098,-0.83379,0.217686,-0.502603,-0.517712,0.131413,-0.755335,-0.250833,0.595441,0.134945,0.356118,-0.769205,2.603257,-0.579173,1.635001,-0.900644,0.392818,0.07343,-0.648244,0.641909,0.63068,1.127153,0.740507,-0.438811,-0.413345,0.787855,-0.552328,0.736003,-0.755447,-0.45615,3.522588,1.217074,1.830803,-0.215344,0.958694,-0.099939,-0.065928,0.368052,0.154938,1.643257,-0.039168,-1.536301,-0.006987,0.498492,-0.415119,-0.366146,-1.348547,1.042619,-0.038998,0.83488,-0.026698,2.705648,0.420405,0.423593,1.140583,-1.561947,-0.521175,-0.374982,0.448022,-0.81886,-0.43604,0.268038,-0.597996,-0.733851,-0.469292,-1.197105,-0.78102,-0.684626,-0.740603,-0.810787,0.589319,-0.890138,0.066422,-0.154883
hsa-mir-577,-0.278056,0.892505,-0.012402,-0.333166,0.058761,-0.325199,-0.135699,0.104557,1.108916,0.829029,0.767902,-0.167355,-0.438771,-0.020181,-0.341776,-0.054805,-0.250961,-0.242735,1.000288,0.496422,-0.199072,0.321772,1.284154,-0.168569,0.009576,0.029747,1.463461,-0.360989,-0.186711,-0.415315,-0.091711,10.035145,0.035559,-0.315338,-0.33049,0.050187,0.039763,-0.317008,-0.370483,0.268861,-0.246394,-0.389409,-0.007762,-0.346336,-0.05184,0.574585,-0.386793,-0.128662,-0.40284,0.406434,-0.20358,0.605118,-0.367926,0.251632,-0.315282,-0.095047,-0.424096,-0.414744,-0.302181,-0.409497,-0.096896,-0.236709,0.594807,-0.326057,-0.096293,-0.407968,-0.063627,-0.06881,-0.402597,-0.33443,-0.380909,-0.362127,-0.373919,0.228135,-0.371669,0.614538,-0.194892,-0.3185,-0.343262,-0.182624,-0.446879,-0.356044,0.238134,-0.22052,-0.415316,0.510676,-0.393407,0.454622,-0.150703,-0.365551,-0.264728,-0.212017,-0.286953,-0.26739,-0.335272,0.606761,-0.236722,-0.228463,-0.32337,-0.43797,-0.274224,-0.301689,-0.414395,-0.415394,0.18845,0.988846,-0.336895,-0.360264,0.740957,-0.385099,-0.157145,-0.379694,-0.391888,-0.350601,-0.30255,-0.415194,-0.375166,-0.328485,-0.294361,-0.350153,-0.412001,-0.203322
hsa-mir-581,0.124684,0.651161,0.042927,2.670745,1.329253,0.204919,0.516711,0.409092,0.096325,6.804062,1.137512,-1.116203,0.024951,-0.675082,-1.116203,-1.116203,-0.180988,2.195091,-1.116203,0.062712,1.014929,-0.701199,-0.186323,-0.852157,-0.598147,-0.045603,-0.472019,-0.766461,0.392076,-0.631803,1.130488,0.799756,0.309774,-0.371179,-0.496866,0.421849,-0.482895,-0.397272,-1.116203,-0.371061,-0.051281,-1.116203,0.898451,0.559151,0.970722,1.138258,-0.427169,0.970077,0.806432,-0.336098,0.2737,0.629072,-0.803003,0.021626,0.622898,-0.872148,-0.741941,-0.747532,-0.626752,-1.116203,0.803057,-0.240432,-0.56299,1.129329,-0.785281,-0.810967,-1.116203,-1.116203,-0.224625,-0.503004,0.882238,0.179266,-0.514029,-0.274721,0.818513,-0.266803,1.354964,0.941883,-0.335366,-0.527224,-1.116203,-0.379509,-0.588336,-0.614317,0.031032,0.135411,-0.091294,0.791939,-0.504946,-1.116203,-0.011443,-0.580734,-1.116203,-0.686444,-1.116203,1.705879,-0.686026,0.639135,-0.56002,-1.116203,0.054185,0.966983,0.557591,-0.720688,-0.162049,0.523414,1.330473,-0.235032,-0.556511,-0.540605,-0.739762,-0.675115,-1.116203,-0.430034,0.165481,0.523786,0.859765,-0.814897,0.641217,-0.279384,0.236283,0.979388
hsa-mir-582,-0.030248,0.873558,-0.071714,-0.729557,-0.723842,0.818322,-0.570728,-0.714051,-0.746677,0.779588,0.046309,-0.742193,-0.390619,-0.569068,-0.561641,-0.859469,-0.626136,-0.472903,5.158676,0.71559,-0.310761,-0.822468,0.875483,-0.212299,-0.82716,1.247277,1.609892,-0.618421,-0.428436,0.394054,1.255267,2.133707,-0.390186,-0.307915,-0.614385,1.436179,3.154052,-0.649249,-0.693552,0.841803,-0.429148,0.137872,-0.465585,-0.21913,-0.619451,0.712061,3.536483,-0.761811,-0.650193,-0.524225,0.961917,-0.123546,-0.775146,-0.091683,-0.608929,-0.243016,-0.228252,0.093598,-0.591135,-0.356297,-0.800418,0.765454,-0.657089,-0.193345,-0.293544,-0.314723,2.807743,-0.079004,1.228307,-0.774937,-0.506901,-0.770441,-0.156355,-0.570697,0.191419,-0.7764,0.019425,0.231837,-0.705326,-0.474673,2.33605,-0.299687,-0.267667,-0.303274,-0.562595,-0.659564,-0.344182,-0.736874,-0.825146,-0.263242,-0.018111,-0.45548,-0.239752,0.339169,0.241046,-0.760092,-0.184284,2.231866,-0.282568,2.790426,0.120438,-0.725991,-0.725887,-0.809288,-0.577429,-0.461776,0.163332,-0.774269,-0.707256,-0.536388,0.300006,0.065411,0.796517,-0.462823,0.089737,-0.807567,-0.241223,0.125311,0.159199,-0.601696,-0.701062,-0.004132
