sortid,genelist,drdist,FC,pValues,pAdjusted
8381,PGM2,0.00030389215113899,0.928872367112357,0.335156111294016,0.999999999999955
8250,EP400,0.000303683097286344,0.928233376120869,0.335322402315361,0.999999999999955
7281,SCP2,0.000302061720592385,0.923277499498016,0.336615876951316,0.999999999999955
6802,SSR2,0.000301879094968682,0.922719288650027,0.336761987415328,0.999999999999955
8332,PAN3,0.000301360622096465,0.921134531945075,0.337177257464191,0.999999999999955
8352,STT3B,0.000299061805489807,0.914108002253602,0.339026789235167,0.999999999999955
8465,KLF13,0.000292737363079641,0.894776802779781,0.344186114014023,0.999999999999955
5876,PTCD2,0.000292485176545725,0.894005973056688,0.344394031066915,0.999999999999955
8409,NTMT1,0.000292111256210544,0.892863053552025,0.344702625117725,0.999999999999955
458,PREP,0.000291653471338547,0.891463794913436,0.345080941450645,0.999999999999955
8374,IRF2,0.000290801729981173,0.888860374562413,0.345786322503734,0.999999999999955
8464,MRPL54,0.000290448923880892,0.887781992523683,0.346079075430262,0.999999999999955
1577,RNF121,0.000289310650640117,0.884302762949584,0.347025889352031,0.999999999999955
8474,CLCN7,0.000288226367220291,0.880988557883675,0.347931064311453,0.999999999999955
3624,PIP4P1,0.000285179678604544,0.871676093393373,0.350491712730108,0.999999999999955
4162,PATZ1,0.00028470218525455,0.870216594105134,0.350895353222702,0.999999999999955
4113,ATP6V1D,0.000280021922234618,0.855910969646789,0.354885513317678,0.999999999999955
1055,E2F1,0.000278642388633681,0.851694307134741,0.356073468003938,0.999999999999955
1846,FNDC3B,0.00027816654883548,0.850239862069068,0.356484490814507,0.999999999999955
1822,RASGEF1B,0.000277960876946286,0.849611208338301,0.356662348301933,0.999999999999955
8386,WDYHV1,0.000277498106975918,0.848196712319918,0.357062980113234,0.999999999999955
7552,REV1,0.000276976690870454,0.846602959370663,0.357515123756865,0.999999999999955
2570,SEPT7,0.000269420314106053,0.823506247113913,0.364157012036425,0.999999999999955
7921,SMARCC2,0.000262728731373198,0.803052851823844,0.370182181587108,0.999999999999955
7019,FBH1,0.000261093165138408,0.798053603655098,0.371675947881493,0.999999999999955
4011,MARCH6,0.000260417832734576,0.795989392367692,0.372295186931722,0.999999999999955
10944,ATP5G2,0.000260135482920624,0.795126365997789,0.372554512340012,0.999999999999955
4038,WDR70,0.000258890852672681,0.791322047129224,0.373700666651528,0.999999999999955
2615,ACTR1B,0.000258759950431905,0.79092193322765,0.373821498669072,0.999999999999955
6727,NIPA2,0.000257747805409334,0.787828225346574,0.374757631344978,0.999999999999955
4244,SF3B1,0.000254258963433138,0.777164281270479,0.37800980883036,0.999999999999955
7261,CCND1,0.000252079871829584,0.770503701297085,0.380061273398641,0.999999999999955
766,SIRT3,0.000250583550879894,0.765930068258886,0.381479070561975,0.999999999999955
9153,KLK8,0.000247710138452354,0.757147237266855,0.384222764534427,0.999999999999955
4750,MANBAL,0.000247419745912739,0.756259627617665,0.384501603329719,0.999999999999955
8476,LAG3,0.000244769223156314,0.748158077980342,0.387060021475076,0.999999999999955
6965,POLR3GL,0.000243521060057271,0.744342960650047,0.388273214758178,0.999999999999955
4008,GET4,0.000243061154522731,0.742937220024909,0.388721603347272,0.999999999999955
8456,TXNIP,0.000240160564306146,0.73407131779478,0.391566690724252,0.999999999999955
4446,GUSB,0.00024009814776016,0.733880536280353,0.3916282402348,0.999999999999955
3913,EIF1AX,0.000239677561061124,0.732594977040848,0.392043346476475,0.999999999999955
10036,GSK3B,0.000235238387069773,0.719026261830813,0.396463498759094,0.999999999999955
7789,RPL41,0.000231289779641684,0.706957005304182,0.400455867049598,0.999999999999955
8336,CENPQ,0.000231164473043856,0.706573994964154,0.400583514081756,0.999999999999955
8382,ANKRD12,0.000229678401141728,0.702031689016946,0.402101858272477,0.999999999999955
8357,PEX2,0.000229517012035765,0.701538389402857,0.402267255457829,0.999999999999955
7922,IFT46,0.000229489557239576,0.701454471468715,0.402295401938693,0.999999999999955
8406,IDS,0.000226187378344467,0.69136107907463,0.405701812777681,0.999999999999955
8331,PNN,0.000225294817465523,0.688632890362586,0.406629774963085,0.999999999999955
5377,PLAT,0.000225282122405087,0.688594086823917,0.406642995926904,0.999999999999955
1796,SCYL3,0.000225202514003289,0.688350756930916,0.406725916514818,0.999999999999955
6164,RAB10OS,0.000224739213174728,0.686934638299035,0.407208984953155,0.999999999999955
8348,NELFCD,0.000223722206711042,0.683826071007146,0.40827233562646,0.999999999999955
4330,LY86,0.000223401556205843,0.682845975296666,0.408608442124788,0.999999999999955
5469,CHD2,0.000222188110345073,0.679136974176263,0.409884062420819,0.999999999999955
566,ACTL6A,0.000221685095606414,0.677599466579441,0.410414566727052,0.999999999999955
2063,STX7,0.000221206930765008,0.676137914820233,0.410919800048601,0.999999999999955
7083,MARCH5,0.000221183511489972,0.67606633180186,0.410944568577471,0.999999999999955
1023,FLOT1,0.00021841587825613,0.667606823967971,0.413887223389865,0.999999999999955
327,HLCS,0.000217492046959519,0.664783054548196,0.414876406351315,0.999999999999955
9216,MRPL18,0.00021565305594577,0.659162021133423,0.416855937270248,0.999999999999955
6735,AGPAT5,0.000214894940724737,0.656844777080671,0.417676070516029,0.999999999999955
7875,RXRA,0.000214201103052328,0.654724002856175,0.418428771386535,0.999999999999955
489,RAF1,0.000213832706236351,0.653597966460662,0.418829242306127,0.999999999999955
8345,GLT8D1,0.000212341504444488,0.649039980566461,0.420456120757967,0.999999999999955
3657,SENP1,0.000212284581872017,0.648865991852259,0.420518409014918,0.999999999999955
9067,SLC11A1,0.000210636014294091,0.643827003965558,0.422328371680252,0.999999999999955
8453,TBC1D31,0.000209444466861008,0.640184937263453,0.423643836646051,0.999999999999955
9167,UCHL3,0.000207895767571048,0.63545120534567,0.425362797740889,0.999999999999955
1054,SFXN2,0.0002073734021673,0.633854550784968,0.42594495446367,0.999999999999955
8726,ZBTB8OS,0.00020599158345837,0.62963090364478,0.427490733173415,0.999999999999955
1066,NFYA,0.000201816840954055,0.616870445904975,0.432212630788522,0.999999999999955
2976,TYW1,0.000200311375841477,0.612268862950351,0.433934819859489,0.999999999999955
8689,4921524J17RIK,0.000199712078154931,0.610437058283396,0.434623297428325,0.999999999999955
6348,NPLOC4,0.000199499817325422,0.609788264892675,0.434867543285604,0.999999999999955
8411,MAU2,0.000199470021072035,0.609697190094227,0.434901846200002,0.999999999999955
10562,MRPL37,0.000199249826120627,0.609024145380918,0.4351554733908,0.999999999999955
8387,DDX18,0.000198888754507063,0.607920499093474,0.435571855001416,0.999999999999955
3567,IRAK2,0.00019831429022169,0.606164599842451,0.436235571558231,0.999999999999955
9847,BMT2,0.000198258885167147,0.605995249551666,0.436299666311663,0.999999999999955
8339,EVL,0.00019819956210843,0.605813923545817,0.436368309513635,0.999999999999955
7091,NDUFS8,0.000197448320351996,0.603517688825844,0.437239007273598,0.999999999999955
7040,MEMO1,0.000196809906512532,0.601566322289927,0.437981026463703,0.999999999999955
3376,CNOT11,0.000196639214231388,0.601044586724729,0.438179746259206,0.999999999999955
65,CANT1,0.000195253702864354,0.596809652659027,0.439797883632587,0.999999999999955
845,CSNK1G3,0.000195080936475522,0.596281577406176,0.440000300096776,0.999999999999955
1821,MXD4,0.000194609254400731,0.594839840777924,0.440553661335046,0.999999999999955
7860,CRIM1,0.00019340909163564,0.591171440576233,0.441966487109088,0.999999999999955
4659,SNX10,0.000193302028335651,0.590844192437316,0.442092860293256,0.999999999999955
9852,CCDC88C,0.000191710466461694,0.58597944736336,0.443978066470379,0.999999999999955
3631,ROCK2,0.000191182340062571,0.584365183827267,0.444606376827009,0.999999999999955
7924,ATP5C1,0.000190762771990121,0.583082738107098,0.445106516549523,0.999999999999955
8442,CCL6,0.000189570900510362,0.579439680928597,0.446532031953616,0.999999999999955
2936,RPS26,0.000188672480151012,0.576693582213235,0.447611257320345,0.999999999999955
4441,RGS19,0.000188571769666556,0.576385751998669,0.447732488050856,0.999999999999955
1013,EIF2S3X,0.000188305437449047,0.575571684783084,0.448053332820025,0.999999999999955
1813,PPARD,0.000187617771157706,0.573469773912969,0.448883405634075,0.999999999999955
9645,ALDOA,0.000187109321007226,0.571915652514753,0.449498689721956,0.999999999999955
7142,DYNLL2,0.000187004118349897,0.571594091589363,0.449626161314625,0.999999999999955
3724,TRNAU1AP,0.000186856587659274,0.571143151407765,0.449805015744422,0.999999999999955
7788,NFATC2,0.000185585465567213,0.567257857950476,0.451350632708668,0.999999999999955
10429,DYNLRB1,0.00018498905230734,0.565434869780499,0.452078701669173,0.999999999999955
