sortid,genelist,drdist,FC,pValues,pAdjusted
2321,PEA15,8.46328245337669e-17,0.0103090503017833,0.919126970965075,0.99999999991268
2416,PMS2P1,8.46002859040846e-17,0.0103050867997734,0.919142465673809,0.99999999991268
738,COQ6,8.45512010566238e-17,0.010299107817454,0.919165845293574,0.99999999991268
2512,PRRC2B,8.43475153731577e-17,0.0102742970425782,0.919262936222427,0.99999999991268
3776,ZNFX1,8.39686181714246e-17,0.0102281439059745,0.919443860877323,0.99999999991268
1812,MAML1,8.37573113004369e-17,0.0102024048009153,0.91954493974286,0.99999999991268
981,EBPL,8.36367775485568e-17,0.0101877226900672,0.919602654887718,0.99999999991268
3164,STAU1,8.31238615118017e-17,0.0101252448364374,0.919848725382502,0.99999999991268
2858,SEC14L1,8.26807798238035e-17,0.0100712734437238,0.920061911056249,0.99999999991268
1545,IL17RD,8.26560846976556e-17,0.0100682653520162,0.920073809899798,0.99999999991268
3204,SYN3,8.26264799396618e-17,0.0100646592223495,0.920088076716003,0.99999999991268
1525,IFNLR1,8.25819228934934e-17,0.0100592317675437,0.920109554050529,0.99999999991268
2922,SHLD2,8.25700842197749e-17,0.010057789709057,0.920115261497973,0.99999999991268
2223,OR2L2,8.25052859110729e-17,0.0100498966837732,0.920146508211815,0.99999999991268
1161,FBXL6,8.2484170407156e-17,0.0100473246227174,0.920156693100874,0.99999999991268
551,CCL8,8.24271707428997e-17,0.0100403815434897,0.920184192995055,0.99999999991268
1794,LYN,8.228370626977e-17,0.0100229062615508,0.920253450987868,0.99999999991268
3082,SPCS3,8.22435188809178e-17,0.0100180110708791,0.920272862526754,0.99999999991268
496,CAPRIN1,8.20156417611899e-17,0.00999025355832013,0.920383023720316,0.99999999991268
195,ANGEL1,8.196666433484e-17,0.00998428766087225,0.920406720740443,0.99999999991268
440,C12ORF50,8.19251641530314e-17,0.00997923256003927,0.920426805600786,0.99999999991268
997,EIF1,8.18637045592112e-17,0.00997174622069387,0.920456559667139,0.99999999991268
3651,ZBTB38,8.17894006970675e-17,0.00996269533226286,0.920492547019401,0.99999999991268
635,CEP170,8.16214118709375e-17,0.00994223276034408,0.920573969416429,0.99999999991268
3355,TMEM30A,8.13246865904316e-17,0.00990608891356361,0.920717996019696,0.99999999991268
1059,EPS15,8.08615166527057e-17,0.00984967058872814,0.920943344107228,0.99999999991268
1312,GNG2,8.02064595648473e-17,0.00976987865803843,0.921263167527132,0.99999999991268
1639,KIAA0513,8.01831630179419e-17,0.00976704092604463,0.921274566013992,0.99999999991268
1362,GTDC1,8.0044000010797e-17,0.00975008960191351,0.921342690259321,0.99999999991268
606,CDC42,7.99371469713069e-17,0.00973707392667083,0.92139503845115,0.99999999991268
2834,SCAND1,7.9905791532978e-17,0.00973325454816435,0.921410406444442,0.99999999991268
722,CNTN4,7.99010787536617e-17,0.00973268048863957,0.921412716544915,0.99999999991268
2925,SHQ1,7.98780928602131e-17,0.00972988059707151,0.921423984708997,0.99999999991268
3587,VSIG10L2,7.98297180362428e-17,0.0097239881020922,0.921447704405218,0.99999999991268
1539,IK,7.96693899178833e-17,0.00970445867428374,0.921526370244445,0.99999999991268
1009,EIF3L,7.96528146186876e-17,0.00970243965159228,0.921534507559325,0.99999999991268
3692,ZNF135,7.94455971752197e-17,0.00967719867612106,0.92163630909743,0.99999999991268
2302,PDE3B,7.93720589426762e-17,0.00966824104836172,0.921672469093877,0.99999999991268
2635,RECQL5,7.91332934934186e-17,0.00963915723791011,0.921789990868609,0.99999999991268
3770,ZNF814,7.90918260549504e-17,0.00963410612551478,0.921810419623788,0.99999999991268
3710,ZNF33A,7.90297388593177e-17,0.00962654333854175,0.9218410167246,0.99999999991268
469,C4ORF33,7.89391492032244e-17,0.00961550869179999,0.921885681858929,0.99999999991268
1801,M6PR,7.88183906175511e-17,0.00960079919414425,0.92194526200707,0.99999999991268
170,AL593848.1,7.87061535843609e-17,0.00958712769934002,0.922000679102942,0.99999999991268
3014,SLITRK5,7.86859368425682e-17,0.00958466511571213,0.922010665369124,0.99999999991268
3119,SRP72,7.86800083727466e-17,0.00958394297399064,0.922013594042953,0.99999999991268
145,AKAP12,7.86380122123544e-17,0.00957882745844038,0.9220343434054,0.99999999991268
1571,IPO7,7.8426724224338e-17,0.00955309065349947,0.922138821036096,0.99999999991268
3747,ZNF66,7.80246067821305e-17,0.00950410907972146,0.922338053225452,0.99999999991268
2201,ODAPH,7.79931230505509e-17,0.00950027407392638,0.922353673937506,0.99999999991268
779,CSNK1D,7.79746520506861e-17,0.00949802413759518,0.922362839839912,0.99999999991268
3223,TAGAP,7.78671689267947e-17,0.00948493171232291,0.922416198169626,0.99999999991268
1224,FUBP1,7.77177383993784e-17,0.00946672971053173,0.922490442444821,0.99999999991268
1159,FBXL3,7.75104567102511e-17,0.00944148090935294,0.922593549355607,0.99999999991268
620,CDKL5,7.73639762246826e-17,0.00942363824957792,0.922666496228015,0.99999999991268
3534,UCHL5,7.7307764092328e-17,0.00941679109892206,0.922694508219334,0.99999999991268
3187,STXBP4,7.71563188450726e-17,0.00939834368587017,0.922770028586722,0.99999999991268
2165,NSD3,7.70809345215259e-17,0.00938916118738108,0.922807647960485,0.99999999991268
2174,NT5DC2,7.68015464527429e-17,0.00935512917119033,0.922947234418067,0.99999999991268
889,DGLUCY,7.65883404339041e-17,0.00932915873259324,0.923053927818622,0.99999999991268
945,DPPA4,7.64058067833841e-17,0.0093069244683424,0.923145391188168,0.99999999991268
2310,PDIA3,7.6109770585464e-17,0.00927086455810877,0.92329396280158,0.99999999991268
842,DCAF11,7.59582552714213e-17,0.00925240861028283,0.923370116581946,0.99999999991268
3686,ZMYM4,7.57826190339749e-17,0.00923101451388317,0.92345848988148,0.99999999991268
1978,MTF1,7.5740931426485e-17,0.00922593658289195,0.923479480630869,0.99999999991268
1722,LILRB4,7.56934846234784e-17,0.0092201571293342,0.923503378373668,0.99999999991268
1854,MCM3AP,7.56371194249209e-17,0.0092132913338181,0.923531777910367,0.99999999991268
1444,HM13,7.5416617341724e-17,0.00918643216800569,0.923642980353114,0.99999999991268
1822,MAP3K12,7.53948753758182e-17,0.00918378379816316,0.923653954026924,0.99999999991268
2439,POLR3H,7.53576681820409e-17,0.00917925162244587,0.923672737064588,0.99999999991268
2625,RBMX,7.52797678844288e-17,0.00916976265535737,0.923712078067797,0.99999999991268
1836,MARCKS,7.51883256105532e-17,0.00915862415198961,0.923758284222105,0.99999999991268
3456,TRIM59,7.49823002872722e-17,0.00913352838763523,0.923862493681233,0.99999999991268
2769,RPS6,7.49800729659609e-17,0.00913325707957523,0.923863621069224,0.99999999991268
1752,LRP11,7.49081727845838e-17,0.00912449898139516,0.923900023373446,0.99999999991268
3591,WARS1,7.46672841696679e-17,0.0090951565499925,0.924022111392866,0.99999999991268
1581,IRF4,7.45941371138196e-17,0.00908624657112411,0.924059223364875,0.99999999991268
2924,SHOC1,7.4579663443261e-17,0.009084483545978,0.924066568918269,0.99999999991268
1869,MED12L,7.42445068648694e-17,0.00904365841642991,0.924236866322173,0.99999999991268
3462,TRIP12,7.40527093674648e-17,0.00902029573109602,0.924334495635477,0.99999999991268
1153,FAU,7.37328862159048e-17,0.00898133835285335,0.924497577089159,0.99999999991268
2117,NMNAT2,7.35353038711594e-17,0.00895727102032669,0.924598504951322,0.99999999991268
1613,JMJD1C,7.34765214259249e-17,0.00895011078210798,0.924628558255558,0.99999999991268
1306,GNAI2,7.34742594379122e-17,0.00894983525132742,0.924629714969216,0.99999999991268
2509,PRR29,7.33032989762876e-17,0.00892901070708925,0.924717191133335,0.99999999991268
1400,HCG4B,7.31954837316192e-17,0.00891587782647575,0.924772410406465,0.99999999991268
1940,MRPL37,7.31073958460628e-17,0.00890514791821402,0.924817556466029,0.99999999991268
449,C19ORF25,7.30877965689944e-17,0.0089027605474239,0.924827605053426,0.99999999991268
460,C1ORF54,7.30302650249863e-17,0.00889575268038902,0.924857109441608,0.99999999991268
3741,ZNF600,7.30201362230578e-17,0.00889451889988893,0.924862305094421,0.99999999991268
1725,LIMD2,7.30061160135014e-17,0.00889281111043071,0.924869497476934,0.99999999991268
3076,SPATA21,7.29867284390074e-17,0.00889044952694595,0.924879444471433,0.99999999991268
2443,POU6F2,7.28700328231818e-17,0.0088762349360922,0.924939344533772,0.99999999991268
1421,HEXIM1,7.28491103788782e-17,0.00887368639145896,0.924950089175014,0.99999999991268
2342,PHACTR1,7.28341446446967e-17,0.00887186342847349,0.92495777572554,0.99999999991268
264,ARFGEF2,7.28317512051128e-17,0.00887157188569206,0.924959005093906,0.99999999991268
150,AKR1B1,7.28270234170462e-17,0.00887099599796454,0.924961433538921,0.99999999991268
2446,PPDPF,7.25194813580123e-17,0.00883353456885638,0.925119574799499,0.99999999991268
102,ACTR3B,7.24368817076771e-17,0.00882347317772468,0.925162105983668,0.99999999991268
1478,HSD17B13,7.23097892704907e-17,0.00880799215915832,0.925227594646262,0.99999999991268
826,CYP2F1,7.21533570986464e-17,0.00878893729318588,0.925308281358084,0.99999999991268
3069,SP140,7.18673646695518e-17,0.00875410080564447,0.925456022865035,0.99999999991268
134,AGO3,7.18535700911572e-17,0.00875242050012063,0.925463156528946,0.99999999991268
2555,PTPRD,7.16681364336266e-17,0.00872983298855336,0.925559117961939,0.99999999991268
3389,TNKS,7.15887818617566e-17,0.00872016687759002,0.925600222004171,0.99999999991268
2588,RAD21,7.1054319639107e-17,0.00865506450190954,0.925877663154844,0.99999999991268
1547,IL19,7.10315173696173e-17,0.00865228697741524,0.925889523259848,0.99999999991268
3597,WDR3,7.10112291518687e-17,0.00864981568736371,0.925900077349802,0.99999999991268
235,AP5M1,7.09780563159468e-17,0.00864577493324666,0.925917337395739,0.99999999991268
2012,MXD1,7.0942684593672e-17,0.00864146633470702,0.925935746019091,0.99999999991268
1827,MAP7D3,7.05698333466079e-17,0.00859604965055119,0.926130072499839,0.99999999991268
3042,SNAP47,7.05363649197357e-17,0.00859197289075913,0.926147541219151,0.99999999991268
45,AC022400.7,7.01835147699343e-17,0.00854899252275968,0.926331964965763,0.99999999991268
2351,PHKG1,7.01223314959673e-17,0.00854153984169381,0.926363991078915,0.99999999991268
2105,NIPBL,6.98533825091411e-17,0.00850877940094191,0.926504938628158,0.99999999991268
814,CXCR5,6.98256539882413e-17,0.00850540181407388,0.926519485806896,0.99999999991268
1015,EIF4G1,6.9766783483496e-17,0.0084982308494032,0.926550380625752,0.99999999991268
273,ARHGAP30,6.97329487890246e-17,0.00849410947487538,0.926568142779738,0.99999999991268
3783,ZSCAN22,6.94551495952217e-17,0.00846027099815568,0.926714143273557,0.99999999991268
2731,RPL18,6.93598851709252e-17,0.00844866692198957,0.926764278344135,0.99999999991268
1962,MT-ATP8,6.9138606922032e-17,0.00842171321211284,0.926880865213314,0.99999999991268
3079,SPC25,6.91093766870496e-17,0.00841815270276642,0.92689628007089,0.99999999991268
177,AL773545.3,6.90737656410717e-17,0.00841381495241592,0.926915064355905,0.99999999991268
2202,ODF2L,6.8949790013717e-17,0.00839871358972791,0.926980497732405,0.99999999991268
1813,MAML2,6.88586384244996e-17,0.00838761049440401,0.92702864468478,0.99999999991268
475,C9ORF78,6.88440656037986e-17,0.0083858353918658,0.927036345136629,0.99999999991268
1925,MORC4,6.88282379984051e-17,0.00838390744510215,0.927044709562736,0.99999999991268
2356,PIAS1,6.88213110944404e-17,0.00838306368499134,0.927048370533787,0.99999999991268
1554,IL7R,6.87868049019341e-17,0.00837886051587544,0.927066610334647,0.99999999991268
2984,SLC38A6,6.85955144050913e-17,0.00835555958783636,0.927167809315264,0.99999999991268
3573,VDAC2,6.84985810559527e-17,0.00834375222139557,0.927219144572313,0.99999999991268
111,ADAMTS4,6.84427180477406e-17,0.00833694759724602,0.927248745886832,0.99999999991268
3169,STK10,6.84341070322197e-17,0.00833589869698015,0.927253309871269,0.99999999991268
2221,OR2G6,6.84161222582052e-17,0.00833370798739431,0.927262843040821,0.99999999991268
1178,FDFT1,6.83693648832755e-17,0.00832801251246736,0.927287633585483,0.99999999991268
2889,SERPINB9,6.81108009997146e-17,0.00829651707205711,0.927424877557069,0.99999999991268
3390,TNKS2,6.79585202355529e-17,0.00827796788542197,0.927505830087808,0.99999999991268
2218,OR10K1,6.79412039103434e-17,0.00827585859900018,0.927515041243293,0.99999999991268
2773,RPSA,6.78544586715572e-17,0.00826529223736669,0.927561201877036,0.99999999991268
1280,GFAP,6.78523595654542e-17,0.00826503654708903,0.927562319264449,0.99999999991268
491,CAP1,6.76673482936489e-17,0.00824250048595736,0.927660872242962,0.99999999991268
1163,FBXO22,6.76161223640334e-17,0.00823626070029418,0.927688183601567,0.99999999991268
3030,SMG1,6.75681104446709e-17,0.0082304124104076,0.927713790865846,0.99999999991268
2076,NEIL1,6.74659413093238e-17,0.00821796727743011,0.927768313548361,0.99999999991268
2081,NELFCD,6.73070045543955e-17,0.00819860733038375,0.927853213144695,0.99999999991268
1357,GSR,6.71137708100859e-17,0.0081750696970711,0.927956569481866,0.99999999991268
2215,OR10A2,6.70537567728963e-17,0.00816775943971399,0.927988700147366,0.99999999991268
600,CD96,6.70134066519974e-17,0.00816284442679411,0.928010311180912,0.99999999991268
1762,LRRC37A2,6.69328233618949e-17,0.00815302864673801,0.928053490249448,0.99999999991268
695,CLN3,6.6818154714842e-17,0.00813906095917684,0.928114978527282,0.99999999991268
708,CMTM7,6.67819098873729e-17,0.00813464600845747,0.928134424997679,0.99999999991268
909,DLG1,6.64962790994489e-17,0.0080998535721106,0.928287861278919,0.99999999991268
3642,YWHAZ,6.64013356620507e-17,0.00808828859507771,0.928338936911723,0.99999999991268
1908,MKRN1,6.63328146304634e-17,0.00807994210817673,0.928375821258989,0.99999999991268
2207,OGFRL1,6.63262441148412e-17,0.00807914175941806,0.928379359126147,0.99999999991268
3479,TSTD3,6.60774793518066e-17,0.00804883994130479,0.928513435686217,0.99999999991268
2173,NT5DC1,6.58409812121594e-17,0.0080200323098529,0.928641137020993,0.99999999991268
976,E2F5,6.58404439264068e-17,0.00801996686354551,0.928641427400871,0.99999999991268
1932,MPPE1,6.5736018635833e-17,0.00800724691027402,0.928697887477917,0.99999999991268
3370,TMPO,6.56391497874398e-17,0.00799544740061258,0.928750302410126,0.99999999991268
2541,PTGER2,6.55948176481791e-17,0.00799004734152036,0.92877430316703,0.99999999991268
2844,SCNM1,6.54372294410701e-17,0.00797085165990386,0.928859685314429,0.99999999991268
875,DEGS2,6.54066479851366e-17,0.00796712655951572,0.928876266515632,0.99999999991268
1459,HNRNPD,6.52790520601709e-17,0.00795158421154352,0.928945490954745,0.99999999991268
1861,MDM2,6.52637935439835e-17,0.00794972558503811,0.928953773699505,0.99999999991268
1580,IRF2BPL,6.52617637122773e-17,0.0079494783330141,0.928954875621864,0.99999999991268
2715,ROM1,6.51669162870614e-17,0.00793792505114112,0.929006384139038,0.99999999991268
361,B3GNT9,6.48753560402439e-17,0.00790241035259478,0.929164957941943,0.99999999991268
2683,RNASE6,6.48244260336026e-17,0.00789620661305013,0.929192694577513,0.99999999991268
442,C12ORF73,6.46661203370259e-17,0.00787692353466939,0.929278978528315,0.99999999991268
2585,RACK1,6.45470584601627e-17,0.00786242071162917,0.929343942933011,0.99999999991268
2272,PARP14,6.45135098246221e-17,0.0078583341816894,0.929362259167503,0.99999999991268
916,DNAH14,6.44903460231788e-17,0.00785551261930417,0.929374908492641,0.99999999991268
2131,NOP9,6.44518324541113e-17,0.00785082131515588,0.929395945112144,0.99999999991268
3172,STK24,6.44251027171548e-17,0.00784756538928603,0.929410548971179,0.99999999991268
1423,HGS,6.43767573026199e-17,0.00784167647664431,0.92943697036755,0.99999999991268
1843,MATR3,6.43715958700248e-17,0.00784104776705621,0.929439791748074,0.99999999991268
1231,FXYD6,6.40350746888789e-17,0.00780005641644065,0.929623990104518,0.99999999991268
2501,PROSER1,6.3775523209031e-17,0.00776844067779086,0.929766391730581,0.99999999991268
878,DENND4A,6.37598801842723e-17,0.00776653521463282,0.929774983520318,0.99999999991268
693,CLIP4,6.37235196739194e-17,0.00776210617268258,0.929794958306113,0.99999999991268
506,CASP1,6.34665167065426e-17,0.00773080086610691,0.929936307933885,0.99999999991268
3524,UBE4A,6.32840225709059e-17,0.00770857141512943,0.930036853467939,0.99999999991268
1638,KIAA0355,6.32659151392654e-17,0.0077063657647255,0.930046837758412,0.99999999991268
1562,INO80D,6.32247015300269e-17,0.00770134557104654,0.930069567976587,0.99999999991268
2155,NRBP1,6.32134728983877e-17,0.00769997782125175,0.930075762109567,0.99999999991268
1150,FARP2,6.29767100305671e-17,0.00767113794349269,0.930206498676545,0.99999999991268
3320,TLR4,6.29371690937527e-17,0.00766632149657809,0.930228356649783,0.99999999991268
2164,NSD2,6.27089452067794e-17,0.00763852174460435,0.930354652773035,0.99999999991268
313,ATF7IP,6.26230692003031e-17,0.00762806126339795,0.930402235385517,0.99999999991268
256,AQP9,6.24390731415874e-17,0.00760564886448441,0.930504295653128,0.99999999991268
3289,THAP6,6.23569495851048e-17,0.0075956454659283,0.930549897445834,0.99999999991268
1384,H3-2,6.22653059126043e-17,0.00758448243037027,0.930600821330343,0.99999999991268
2134,NOTCH2,6.2097570059169e-17,0.00756405067283407,0.930694125460372,0.99999999991268
1784,LSP1,6.19980596875651e-17,0.00755192940154169,0.930749538748114,0.99999999991268
2398,PLEKHA1,6.19018665855618e-17,0.00754021220395672,0.930803147390097,0.99999999991268
2109,NKAP,6.18813281281301e-17,0.00753771043242835,0.930814598956371,0.99999999991268
961,DUOXA2,6.18065628264875e-17,0.00752860333645574,0.930856301801841,0.99999999991268
1930,MPI,6.17555023644917e-17,0.00752238370625852,0.930884797086863,0.99999999991268
1464,HNRNPH3,6.17508509332587e-17,0.00752181711949007,0.930887393498384,0.99999999991268
3480,TTC19,6.17482149454718e-17,0.00752149603212428,0.930888864940647,0.99999999991268
3321,TLR7,6.17363597215254e-17,0.00752005195766882,0.93089548307025,0.99999999991268
3458,TRIM73,6.17188337883829e-17,0.00751791713908812,0.930905268022668,0.99999999991268
2392,PLCG2,6.1699260582236e-17,0.00751553294397414,0.930916197648453,0.99999999991268
959,DTX3L,6.16685799540062e-17,0.00751179576349536,0.930933333144221,0.99999999991268
251,APOM,6.15673359998591e-17,0.0074994633260303,0.930989909586658,0.99999999991268
3125,SRRM1,6.12926937358428e-17,0.00746600939216556,0.931143619704302,0.99999999991268
3207,SYNE2,6.12062472521857e-17,0.00745547942163293,0.931192073308544,0.99999999991268
362,B3GNTL1,6.10221027764698e-17,0.00743304894417447,0.931295402092382,0.99999999991268
244,APOC1,6.09566386338839e-17,0.00742507481424794,0.931332173749424,0.99999999991268
3775,ZNF91,6.08858128283859e-17,0.0074164475848536,0.931371979498796,0.99999999991268
572,CD180,6.08715265439776e-17,0.0074147073850505,0.931380011549122,0.99999999991268
1514,IFI44L,6.07360921045065e-17,0.00739821023448518,0.931456202864886,0.99999999991268
2503,PRPF40A,6.058053509414e-17,0.00737926197116657,0.931543820201112,0.99999999991268
3659,ZC3HAV1,6.05485841773903e-17,0.0073753700579547,0.931561830547239,0.99999999991268
2578,RAB5B,6.04702469512916e-17,0.00736582786898958,0.931606008562946,0.99999999991268
107,ADAM17,6.04436896392186e-17,0.00736259294604391,0.93162099201204,0.99999999991268
1499,HYDIN,6.02730956479028e-17,0.0073418130412334,0.93171731910928,0.99999999991268
908,DLEC1,6.02307941765204e-17,0.00733666033601857,0.931741226172385,0.99999999991268
1457,HNRNPA3,6.00241860172385e-17,0.0073114935769209,0.931858114371149,0.99999999991268
3650,ZBTB25,5.98446645743726e-17,0.0072896262270487,0.931959842946142,0.99999999991268
1721,LILRB2,5.97870051219477e-17,0.0072826027796015,0.931992549159083,0.99999999991268
2037,NAPA,5.97245760690291e-17,0.0072749983512916,0.932027978752554,0.99999999991268
3361,TMEM50B,5.96860580763927e-17,0.00727030650831224,0.932049847700361,0.99999999991268
2937,SKA1,5.95416072040132e-17,0.00725271107394383,0.932131924400606,0.99999999991268
2887,SERPINB11,5.93355949331827e-17,0.00722761689949703,0.93224915385921,0.99999999991268
1319,GNS,5.92897036746204e-17,0.00722202692544692,0.93227529577687,0.99999999991268
1855,MCM9,5.92830599383773e-17,0.00722121765774849,0.93227908122005,0.99999999991268
1795,LYNX1-SLURP2,5.91529569434117e-17,0.00720536992577332,0.932353253920663,0.99999999991268
316,ATG7,5.91464293895021e-17,0.00720457481014327,0.932356977491816,0.99999999991268
1243,GADD45GIP1,5.9053659815282e-17,0.00719327462948194,0.93240991926018,0.99999999991268
66,AC138776.1,5.90045258519806e-17,0.00718728966440497,0.932437976011298,0.99999999991268
1442,HLA-E,5.89970749475219e-17,0.00718638207625248,0.932442231695755,0.99999999991268
748,CPD,5.88869310097156e-17,0.00717296553956549,0.932505173492021,0.99999999991268
3429,TRAK2,5.88835667661956e-17,0.00717255574400607,0.932507096922968,0.99999999991268
289,ARL17B,5.88146298989346e-17,0.00716415860452554,0.932546522226386,0.99999999991268
689,CLIC1,5.86975860033618e-17,0.00714990159002055,0.932613513488547,0.99999999991268
1980,MTFMT,5.86519562071567e-17,0.00714434346447138,0.932639648388081,0.99999999991268
829,CYP4V2,5.85500991854343e-17,0.00713193634978142,0.932698024927799,0.99999999991268
2390,PLCD3,5.8527127678866e-17,0.00712913821066666,0.932711197478125,0.99999999991268
2025,MZF1,5.85064545506326e-17,0.00712662003500577,0.932723054295404,0.99999999991268
3782,ZSCAN2,5.85032673297205e-17,0.00712623180241533,0.932724882474271,0.99999999991268
3518,UBE2D4,5.84799976272676e-17,0.00712339734032079,0.932738231414998,0.99999999991268
2224,OR4F17,5.84189589337871e-17,0.00711596227047748,0.93277325970069,0.99999999991268
326,ATP2B4,5.84137965017716e-17,0.00711533343915085,0.932776223111548,0.99999999991268
803,CTSW,5.8403629248346e-17,0.00711409497490754,0.932782059845101,0.99999999991268
1763,LRRC37A3,5.84033831999817e-17,0.00711406500397158,0.932782201100871,0.99999999991268
1356,GSPT1,5.83611742451596e-17,0.00710892356811801,0.93280643759625,0.99999999991268
1387,HACD2,5.83389704635955e-17,0.00710621894491425,0.93281919061026,0.99999999991268
3129,SRSF10,5.82825988354978e-17,0.00709935236622148,0.932851579329534,0.99999999991268
1561,INMT,5.82325484147391e-17,0.00709325576826354,0.932880349377188,0.99999999991268
2939,SKAP1,5.81751527661017e-17,0.00708626445452486,0.932913356949138,0.99999999991268
1787,LTB4R2,5.80837340779124e-17,0.0070751288241089,0.932965964654634,0.99999999991268
1674,KPNA5,5.78642926444408e-17,0.00704839885511146,0.933092414609547,0.99999999991268
3024,SMARCC1,5.77728715441212e-17,0.00703726293087601,0.933145165938577,0.99999999991268
242,APOBEC3D,5.77387862401147e-17,0.00703311102982001,0.933164844419592,0.99999999991268
276,ARHGDIA,5.75500604034306e-17,0.00701012250079075,0.933273907587681,0.99999999991268
3461,TRIP11,5.74966931447432e-17,0.00700362188170699,0.933304780754185,0.99999999991268
712,CNNM3,5.74711728594031e-17,0.00700051327808025,0.93331954943788,0.99999999991268
584,CD38,5.73832474197074e-17,0.00698980315720667,0.933370457518102,0.99999999991268
221,ANXA5,5.73595454390909e-17,0.00698691603968727,0.93338418748231,0.99999999991268
3018,SMAD2,5.73242425725153e-17,0.0069826158284001,0.933404642846427,0.99999999991268
649,CES1,5.73034955981815e-17,0.00698008865761034,0.933416667121531,0.99999999991268
1626,KCNJ15,5.72482285941836e-17,0.00697335663221261,0.933448708789747,0.99999999991268
2461,PPP1R15A,5.70782541966467e-17,0.00695265219957814,0.933547351089271,0.99999999991268
2075,NEDD4,5.70514643365233e-17,0.00694938895015795,0.933562911700647,0.99999999991268
1099,EZR,5.67023396868368e-17,0.00690686238206764,0.933766034472467,0.99999999991268
292,ARMCX3,5.66814982413324e-17,0.00690432370382725,0.933778180037038,0.99999999991268
1585,IRGQ,5.66224053917685e-17,0.00689712565552877,0.933812629226928,0.99999999991268
1422,HEXIM2,5.66146686214113e-17,0.00689618324630132,0.933817140849627,0.99999999991268
2818,SAMD9,5.65169825139296e-17,0.00688428418702543,0.933874132280718,0.99999999991268
2464,PPP1R3B,5.64468063739449e-17,0.00687573609281881,0.93391510463056,0.99999999991268
1945,MRPS18C,5.63590801614144e-17,0.00686505023963189,0.933966359675614,0.99999999991268
3590,WAPL,5.61354158015595e-17,0.0068378058796668,0.934097220174445,0.99999999991268
1890,MFSD14C,5.61351688794204e-17,0.00683777580229709,0.934097364787401,0.99999999991268
2285,PCDHB1,5.61269572563055e-17,0.00683677555167072,0.934102174206871,0.99999999991268
918,DNAJA1,5.61217075486826e-17,0.00683613608937873,0.934105249064291,0.99999999991268
2011,MX2,5.60986201233723e-17,0.00683332383030344,0.934118773544172,0.99999999991268
188,ALPK1,5.59982232080886e-17,0.00682109456990117,0.934177618086206,0.99999999991268
250,APOL6,5.59826588588334e-17,0.00681919869013737,0.93418674540093,0.99999999991268
88,ACOT2,5.56735015299206e-17,0.00678154050641865,0.934368308218499,0.99999999991268
3492,TUBB,5.56316475758531e-17,0.00677644231289636,0.934392927297916,0.99999999991268
3716,ZNF385A,5.5587099435263e-17,0.00677101594287121,0.934419141380913,0.99999999991268
431,BX284668.4,5.558570374305e-17,0.006770845934824,0.934419962838346,0.99999999991268
3334,TMEM120B,5.54482631243922e-17,0.00675410441332738,0.934500906673854,0.99999999991268
472,C6ORF120,5.53378174534847e-17,0.00674065112279534,0.93456602540862,0.99999999991268
2656,RHBDL2,5.53034623274071e-17,0.00673646635494895,0.934586294518293,0.99999999991268
2059,NCOA4,5.52717283708257e-17,0.00673260086946534,0.934605022801547,0.99999999991268
3096,SPN,5.52368508826437e-17,0.00672835247314808,0.934625612532839,0.99999999991268
2833,SCAMP2,5.50976131909339e-17,0.00671139205175547,0.934707876013394,0.99999999991268
3146,ST3GAL5,5.50752747164525e-17,0.0067086710217253,0.93472108361795,0.99999999991268
2835,SCAND2P,5.50560499905498e-17,0.00670632927468494,0.934732452380265,0.99999999991268
58,AC097374.1,5.490677499644e-17,0.00668814621826973,0.934820795942606,0.99999999991268
3173,STK3,5.47111567343123e-17,0.00666431812892814,0.934936749484269,0.99999999991268
3535,UCKL1,5.47101188119216e-17,0.00666419170050992,0.934937365273153,0.99999999991268
1498,HVCN1,5.45429656238513e-17,0.006643830916932,0.935036612416133,0.99999999991268
697,CLPB,5.44566386824262e-17,0.00663331550773405,0.935087928954785,0.99999999991268
767,CRIPT,5.42134907800898e-17,0.00660369787450761,0.935232687261003,0.99999999991268
599,CD9,5.39221383727372e-17,0.00656820849270463,0.935406575197913,0.99999999991268
131,AGBL5,5.37923843630905e-17,0.00655240327032578,0.935484168486501,0.99999999991268
3789,ZXDC,5.37149122812536e-17,0.00654296646382618,0.935530541940878,0.99999999991268
171,AL645935.1,5.36106204424807e-17,0.00653026276620178,0.935593022429496,0.99999999991268
302,ASAH1,5.35791379544758e-17,0.00652642791188544,0.935611895378589,0.99999999991268
1678,KRT18,5.35613121917004e-17,0.0065242565713195,0.935622583943675,0.99999999991268
3126,SRRM2,5.34904145798377e-17,0.00651562059525473,0.935665112827099,0.99999999991268
1891,MGA,5.3453223708025e-17,0.00651109040770166,0.935687433614262,0.99999999991268
3259,TCF23,5.34503873128033e-17,0.00651074490888157,0.935689136249844,0.99999999991268
2563,PYHIN1,5.33870770477867e-17,0.0065030331408971,0.935727152071973,0.99999999991268
1380,H2BC19P,5.31749600935609e-17,0.00647719536030758,0.935854687254,0.99999999991268
954,DSP,5.31662687961011e-17,0.00647613668096898,0.935859918346048,0.99999999991268
3690,ZNF107,5.31387503521489e-17,0.00647278468339011,0.93587648390352,0.99999999991268
147,AKAP9,5.30056532196994e-17,0.00645657223814793,0.935956666741266,0.99999999991268
