KMT2C,3.28655938413838e-08
CXXC4,3.28238292390697e-08
TACC2,3.27459613044686e-08
PIK3R3,3.26326300092022e-08
STRN3,3.26019908029779e-08
RBM25,3.23903841837994e-08
RAPGEF4,3.21842444901351e-08
ZDBF2,3.21791406949621e-08
TCF4,3.20646515080224e-08
TRA2B,3.20429983091444e-08
ARGLU1,3.19449221546438e-08
NEAT1,3.18935881393632e-08
SPAG9,3.18371836014813e-08
NFIC,3.17749636621886e-08
GAPDH,3.1745158274958e-08
DSP,3.16582182648023e-08
PTPRN2,3.16304170001398e-08
PNMAL1,3.15768091140662e-08
NEBL,3.14765560663965e-08
ELAVL4,3.13982242879125e-08
UBAP2L,3.13306820801568e-08
PLCXD3,3.13163826220623e-08
TRP53BP1,3.11874234657441e-08
MACO1,3.11409083964389e-08
BAZ1B,3.11087222705096e-08
EML5,3.10994975159485e-08
UPF3B,3.10896630629296e-08
RFX6,3.1051303223643e-08
ST5,3.10426022443522e-08
MGAT4B,3.09054487144526e-08
UACA,3.08863692581972e-08
CTTNBP2,3.07993531083608e-08
CAMK2B,3.07300825096119e-08
CDK14,3.0730021013619e-08
RET,3.06682658344425e-08
TENM3,3.06556700003251e-08
NDUFC2,3.05636889218905e-08
SPOCK2,3.05107913529999e-08
YTHDC1,3.05032371877712e-08
CIB3,3.04598951613174e-08
RAP1GAP2,3.04116016389534e-08
ANKRD12,3.03888825990978e-08
VWA5B2,3.03644153132643e-08
DHX9,3.03457691452296e-08
CRYL1,3.02996804979625e-08
FRMD4B,3.0202794749858e-08
PTPRF,3.01579768997632e-08
NFASC,3.01532646146042e-08
ADCY9,3.01181455163535e-08
NALCN,3.00698491570299e-08
SETD2,2.99822535918789e-08
ANGPTL6,2.96424067467505e-08
CEP350,2.95742377809131e-08
LRBA,2.95587946618616e-08
SLC12A7,2.95011828862034e-08
RSRC2,2.94583643762473e-08
HMGN3,2.93951518391008e-08
2410021H03RIK,2.91737845487501e-08
OGA,2.91704321401395e-08
BRWD1,2.91651025102179e-08
LPIN1,2.91302534344051e-08
GLB1,2.9125729073908e-08
PBRM1,2.90587460202314e-08
CDH2,2.90570467845334e-08
MPRIP,2.90439655901254e-08
RAB27A,2.88820677988841e-08
ARXES2,2.88186702907344e-08
ZFP704,2.87361470673791e-08
ECE1,2.86763782262819e-08
NOL4,2.86685048374015e-08
SLC35B1,2.86335356230109e-08
GM15283,2.85869390871809e-08
PTRH2,2.85771596122917e-08
HNRNPU,2.85476771902889e-08
ZFP280D,2.85295044127853e-08
ABAT,2.84433199372356e-08
OCIAD2,2.83847475320698e-08
TAX1BP1,2.81214709843341e-08
PRPF4B,2.79143931704413e-08
5330417C22RIK,2.788876063305e-08
NIPAL1,2.78843235264259e-08
MTCH1,2.78365047736232e-08
4930402H24RIK,2.77856155362011e-08
ADH1,2.7747281085956e-08
ANKRD44,2.77330870331247e-08
DCT,2.7703658180194e-08
LPGAT1,2.7702172788969e-08
KIF1B,2.76971772817538e-08
CABP1,2.76312259097086e-08
SLC24A2,2.75334016023817e-08
CTR9,2.73943320109653e-08
MYH9,2.7365840436785e-08
RLF,2.73385736755852e-08
DAPK1,2.73159107759184e-08
COMT,2.71635214719222e-08
CDK12,2.71470592492372e-08
DICER1,2.71425223265631e-08
LUC7L2,2.71203043372909e-08
CREB3L2,2.70609262491835e-08
KDM6A,2.70388548715736e-08
FFAR1,2.70051058348178e-08
JADE3,2.6911641103614e-08
MYT1L,2.69049350515858e-08
TEF,2.69032978070981e-08
OGDH,2.68530734686267e-08
GLYR1,2.68393451076251e-08
SON,2.68247740451275e-08
MAPRE2,2.67381716405869e-08
GPSM1,2.67100728547104e-08
NCAM1,2.66454207490073e-08
GOT1,2.66282404162982e-08
ZFP608,2.66246651828741e-08
FBXO21,2.65782645218545e-08
CSNK1A1,2.6535821464803e-08
TWSG1,2.64947230470608e-08
SAFB2,2.64392038576725e-08
ZDHHC20,2.64300317050921e-08
PDE5A,2.63516620303089e-08
UBQLN2,2.63391600287438e-08
PDIA6,2.62421415142845e-08
PURA,2.62058450937992e-08
PRKAR1B,2.61856257467191e-08
BPTF,2.61042912051258e-08
UCN3,2.60973278467756e-08
HOOK3,2.60707566427162e-08
AKAP8L,2.60195702602526e-08
AHDC1,2.59675977240892e-08
THRA,2.59010381479642e-08
FMN2,2.59000330205673e-08
BHLHB9,2.58758242245665e-08
MKLN1,2.57416112953147e-08
THYN1,2.57400157216824e-08
PCSK1N,2.5704985581635e-08
ATP8B1,2.56282872837257e-08
DIDO1,2.55277223927445e-08
PAX6,2.55006150981148e-08
SRRM2,2.54918215027579e-08
VGF,2.54398181512368e-08
ASXL2,2.54320700925629e-08
SETD7,2.54230606265504e-08
RBM3,2.53984607275944e-08
HSPA9,2.53971433266565e-08
SLC29A1,2.5386860004928e-08
SSR2,2.53494728424454e-08
SLC7A2,2.532356248486e-08
ZRANB1,2.53202776493478e-08
RNF217,2.52987310945077e-08
SLC4A7,2.52974137732514e-08
DEPTOR,2.52740284739791e-08
BHLHE41,2.52739961259655e-08
UBXN7,2.52676608429472e-08
SYT14,2.52575140583098e-08
RSBN1L,2.52029583911366e-08
TEAD1,2.51720084856969e-08
RIMS2,2.51655762426379e-08
GLS,2.51626558139079e-08
SRRT,2.515797376997e-08
COL4A3BP,2.51407121026864e-08
PLEKHA6,2.51288847383483e-08
SHC1,2.5126253052485e-08
SRSF11,2.50678645843281e-08
HNF4A,2.50676949001296e-08
PRDM2,2.50589627474033e-08
PHF20L1,2.50213393266818e-08
BAZ2B,2.49618337691561e-08
DBP,2.49548288128179e-08
2900097C17RIK,2.49470503365255e-08
EIF3A,2.49450578392056e-08
STIM1,2.49350344393686e-08
PPP1CB,2.49127055495249e-08
LPIN2,2.48938852365256e-08
PLCB1,2.48471524135874e-08
ARAF,2.48416378903902e-08
PKIB,2.4810472347059e-08
SNHG1,2.47993992080407e-08
ZFP612,2.47697911018338e-08
KDM5B,2.475915308606e-08
4833420G17RIK,2.47218224550146e-08
EPC1,2.4698914844073e-08
CHD9,2.46700700576489e-08
GATAD2B,2.46032123189332e-08
RELCH,2.45373121875287e-08
4932438A13RIK,2.44566771127211e-08
ST3GAL5,2.43861885075665e-08
NEGR1,2.43795259814648e-08
CHMP4C,2.43774503995891e-08
SMARCA4,2.4346119597529e-08
STAG2,2.4314737015572e-08
ECPAS,2.43133471839757e-08
RO60,2.42898316252513e-08
ASH1L,2.42801973420469e-08
MAP3K2,2.42191961115424e-08
NSD1,2.42144668583013e-08
TNRC6C,2.42131168143829e-08
2410006H16RIK,2.42099567585019e-08
PBX1,2.41634459500243e-08
ZBTB38,2.41621052531827e-08
ZFP644,2.41436677024049e-08
CTCF,2.41375821853277e-08
TTLL7,2.41369713064611e-08
SLC36A1,2.41185474067826e-08
SEC61G,2.41020818306101e-08
ZMYM5,2.40765381901534e-08
RALA,2.40247159143197e-08
GOLGA4,2.40182142890017e-08
YPEL5,2.40095303908469e-08
HNRNPA3,2.39952151668382e-08
ANKRD13C,2.39948977905609e-08
MED13,2.3950911624842e-08
KCNMB2,2.39224028632348e-08
ACADSB,2.39090241952297e-08
BTG2,2.38754112674244e-08
CASC4,2.38601286080618e-08
ZBTB7A,2.37866138525478e-08
UBN2,2.37769647333498e-08
ZUP1,2.37735250138932e-08
USP33,2.37730094100361e-08
HMOX1,2.3772812445403e-08
BAZ2A,2.37499673823566e-08
PCX,2.37030295258236e-08
SLC2A2,2.36904953959713e-08
ARPC5L,2.36770833551638e-08
SREK1,2.36212496074013e-08
SYNRG,2.36193176792083e-08
KLHL7,2.36152626022871e-08
SATB1,2.35866512195887e-08
ELOVL7,2.35531899580939e-08
STAG1,2.35115395808263e-08
BC005537,2.34999264140384e-08
HNRNPL,2.34656500522806e-08
NBEAL1,2.34402806977297e-08
HNRNPUL2,2.34297599477637e-08
SPEN,2.34182516632144e-08
BRAF,2.33807739996611e-08
ANKRD17,2.33757276630983e-08
TMOD2,2.33397033443962e-08
ATM,2.33038880180409e-08
SLC7A14,2.32820006516886e-08
EPM2AIP1,2.32515464759862e-08
RANBP2,2.3246053643721e-08
ZCCHC18,2.32444193094819e-08
ACIN1,2.32223769078756e-08
GPC4,2.32115357745118e-08
NDRG3,2.32005180451765e-08
ITPKB,2.31956434217343e-08
SPECC1L,2.31945601014798e-08
TNKS2,2.31447392674921e-08
SAFB,2.31427755341762e-08
G6PC2,2.31389638616137e-08
DDX17,2.31315436864173e-08
NHP2,2.31168664012077e-08
TACC1,2.30890754090515e-08
MEF2D,2.30808370623672e-08
EFCAB1,2.30145043437479e-08
CASZ1,2.29857897014154e-08
GLG1,2.29843611592559e-08
MAST4,2.29814083026031e-08
GSTT1,2.29535122510236e-08
MYSM1,2.29378342800627e-08
RB1CC1,2.29002979193691e-08
MCUB,2.2854555303231e-08
CBX5,2.28341308246045e-08
PRNP,2.28183821004091e-08
ANK2,2.28092162538905e-08
BCL9,2.28016393740787e-08
DYRK1A,2.27968600869241e-08
PPP1R12A,2.27915298484062e-08
FH1,2.27696715249554e-08
FKBP1B,2.27546026340839e-08
ZHX1,2.27464296030203e-08
BICD1,2.26874967171149e-08
TRIO,2.26522572630613e-08
ZFP148,2.26038971953753e-08
GHITM,2.26004058303284e-08
GIPR,2.25830370153568e-08
TAOK1,2.2574609487007e-08
GPR158,2.2548145642981e-08
LARP1,2.25118800391071e-08
VEZF1,2.25089493070261e-08
ARID4B,2.24897871527022e-08
DIO1,2.24345065599824e-08
GTF2I,2.23984271852984e-08
PLA2G2F,2.23892299604469e-08
HMGCR,2.2383252782368e-08
S100A10,2.23791399447294e-08
SFSWAP,2.23629301210359e-08
ODC1,2.23625054031892e-08
TOX3,2.2344005915711e-08
BMPR1A,2.23302488765311e-08
PTOV1,2.23252739463171e-08
PHC3,2.23085900836647e-08
MSI2,2.22592775554176e-08
PYCARD,2.22187010181132e-08
TTC39B,2.21005826371613e-08
MAPK8IP2,2.20998212383002e-08
FBXO3,2.20631661645206e-08
ALKBH2,2.20608076230817e-08
ABCA5,2.20302012304236e-08
CCAR1,2.2022282223382e-08
HUWE1,2.19962370554733e-08
CARD19,2.19683088241061e-08
MANF,2.19656105168e-08
GCC2,2.19282274192117e-08
ETNK1,2.19063299077689e-08
THRAP3,2.18511918423215e-08
LEPROTL1,2.18408057970747e-08
TUT4,2.17995150968906e-08
PRELID2,2.1782416221883e-08
CBLC,2.17813601932772e-08
MIB1,2.17810508432197e-08
FMNL2,2.17689309070838e-08
WDR26,2.17678424434291e-08
TBL1X,2.16962938050604e-08
NIPBL,2.16730738651237e-08
CUL4A,2.16640719019673e-08
CDC73,2.16315080814016e-08
ROCK1,2.16093211459531e-08
GDI1,2.15911535591365e-08
GPATCH8,2.15857379439515e-08
ACBD5,2.15828406943323e-08
HINT3,2.1563077930224e-08
GNAQ,2.15503080259006e-08
GGA2,2.15133447926305e-08
FKBP11,2.15132198324669e-08
GPX1,2.146005598858e-08
ANKRD40,2.14588743979387e-08
PHF14,2.14433251134023e-08
TRIM44,2.14327771232215e-08
PSMB8,2.14209205222853e-08
CREBBP,2.13517691505525e-08
STARD10,2.13235611508908e-08
PNISR,2.13222980630049e-08
BRD2,2.13177243604114e-08
PRPS1,2.13157128751972e-08
GOLIM4,2.13067127591801e-08
LITAF,2.12968217229149e-08
SUCO,2.12170537073821e-08
TULP4,2.11966864781503e-08
NR3C1,2.11427595030093e-08
LNPEP,2.11397601068121e-08
RAB3GAP1,2.11301692139654e-08
YY1,2.11155554248152e-08
TNFRSF12A,2.10447032293866e-08
GMPR,2.10391221099177e-08
NT5M,2.10378812755162e-08
BRD8,2.10271783509879e-08
TMX4,2.09854655012881e-08
RAB24,2.09256940657385e-08
HADH,2.09061047822896e-08
NKX6-1,2.08722121697457e-08
ABCA7,2.08692715993405e-08
CASTOR2,2.08331606129567e-08
SEZ6L2,2.08032789570672e-08
KCNQ1OT1,2.07842261946271e-08
PHLDA3,2.07780952908567e-08
EP300,2.07608988299865e-08
USP15,2.07264314735189e-08
SMC6,2.07124264132586e-08
ZFP638,2.06871560083334e-08
AFF1,2.06619442215717e-08
MYCBP2,2.0656984239597e-08
RALBP1,2.06154847217885e-08
SESN3,2.05937871281021e-08
PER1,2.05844239426956e-08
P4HA2,2.05685128298338e-08
GSE1,2.05500919671756e-08
MRPL15,2.05315563642214e-08
GM49542,2.05164689574869e-08
CHCHD10,2.05038988760551e-08
JAK1,2.05032101589219e-08
GGNBP2,2.04993214644242e-08
PTBP3,2.04717475762655e-08
PCM1,2.04567497996188e-08
MCL1,2.04414450832645e-08
ZFP568,2.04357190014389e-08
CUL3,2.04329083778603e-08
RUFY3,2.0432218905972e-08
SUPT6,2.04183947462458e-08
ARID3A,2.04141374520547e-08
KIDINS220,2.03885080613027e-08
BTF3,2.03560126024972e-08
SCAF11,2.03386517724718e-08
PCMTD1,2.0250332583926e-08
PGM1,2.01984173919799e-08
SLC4A3,2.01155980603686e-08
DMXL1,2.00986764512315e-08
ZFP9,2.00814356014243e-08
USP7,2.00784416298129e-08
HNRNPH1,2.00576880495127e-08
SLC6A6,1.9968115601585e-08
ZC3H15,1.99490984586052e-08
ABTB1,1.99424908707777e-08
CDH1,1.99114411775503e-08
RBBP4,1.99045907057823e-08
DDR1,1.98734554090915e-08
EGLN1,1.98501782497594e-08
MAST3,1.97993999470275e-08
TEX264,1.97651961428386e-08
EPB41L3,1.97541943911852e-08
HERC1,1.97269920519253e-08
TTC3,1.97171521218219e-08
TMEM30A,1.96803471520052e-08
LGALS3BP,1.96575839435017e-08
RNF10,1.95612481778672e-08
BBX,1.95490523293525e-08
RBM39,1.9544979947394e-08
1810058I24RIK,1.95247264660895e-08
MIA3,1.95165119969889e-08
LARP4,1.94967278840677e-08
NSD3,1.94247937065853e-08
4833439L19RIK,1.93998165894342e-08
PRRC2B,1.93953958755717e-08
CYB5R1,1.93904332913551e-08
STOM,1.93684789339025e-08
TXNL4A,1.93230531743749e-08
RORA,1.92907570416544e-08
GOLGB1,1.92189079564648e-08
TMSB4X,1.92105424330498e-08
NAAA,1.92101306781909e-08
MRPS18B,1.91986751515704e-08
ACBD3,1.91425386568937e-08
GM47163,1.91001199685465e-08
SELENOP,1.90967735357075e-08
KCNC3,1.90817942327921e-08
ATP2B4,1.90261975780964e-08
PAK3,1.9010165240243e-08
SRRM1,1.89988417593405e-08
ATXN2,1.89967395559427e-08
NEUROD1,1.89920005858376e-08
HNRNPM,1.89728660564412e-08
ARFGEF1,1.89642240650256e-08
HDDC2,1.88951980135317e-08
B230219D22RIK,1.88878605368445e-08
JARID2,1.88483695849055e-08
BIRC6,1.88347592761467e-08
FAM129A,1.88273009177823e-08
ESD,1.88066323545728e-08
FKBP9,1.8765472699391e-08
VSTM2L,1.87490869095827e-08
SRSF6,1.87403916104687e-08
TRP53INP2,1.87274711162801e-08
TLK1,1.87218968533842e-08
AFF4,1.87085047092966e-08
KRT18,1.86703168767452e-08
WAC,1.86610410236019e-08
ARHGAP5,1.86573414121226e-08
PHF3,1.86233490293936e-08
PCBP2,1.86154963122025e-08
ERLEC1,1.85519876258298e-08
GRPEL1,1.85310984237518e-08
ARID1A,1.84981636029775e-08
CSDE1,1.84290930967098e-08
SEC31A,1.84105385930478e-08
TMEM126A,1.83438934074928e-08
SPON2,1.8342099199288e-08
ID2,1.83416059772614e-08
GARS,1.83377841280973e-08
CYSTM1,1.83367621955398e-08
CRELD2,1.82744953779896e-08
METTL26,1.82115839972462e-08
ATP2B2,1.81262461057742e-08
FUS,1.8078806787028e-08
DYNC1H1,1.79263991912533e-08
PKD1,1.78976006457179e-08
PSMB10,1.77974638235434e-08
CCL28,1.77733875539554e-08
AI480526,1.77014244928887e-08
FHOD3,1.76547613042822e-08
PKDCC,1.76426943088749e-08
RER1,1.75840050180718e-08
SELENOT,1.75757499956701e-08
CREB3,1.75709854771562e-08
DDX24,1.75642478898474e-08
GNPNAT1,1.75586141801768e-08
RBM5,1.75476483001041e-08
ABCC8,1.75344512476611e-08
ASB11,1.75085288541852e-08
COX5A,1.74738552538474e-08
HECTD1,1.74218205781671e-08
MRPL53,1.74149725844592e-08
RAB5IF,1.7386041771247e-08
RDM1,1.73542174388692e-08
ZNRD2,1.73306782904537e-08
BAZ1A,1.7274826052074e-08
HPGDS,1.72244002001727e-08
WNK1,1.72161525501602e-08
DNAJC12,1.71949554198939e-08
SERPING1,1.7179710132692e-08
HFE,1.71737892081308e-08
PSAP,1.7140848842696e-08
PFKL,1.71059702861323e-08
GSN,1.7098048656965e-08
TMEM179B,1.70042173347869e-08
RNH1,1.69410319986707e-08
KDM2B,1.69400726424239e-08
RAB14,1.69317072029416e-08
PSMA6,1.69179538519525e-08
NDUFB9,1.68866382756227e-08
DUSP5,1.6880645702898e-08
CD68,1.68179703292426e-08
EMC6,1.68129817815049e-08
RGS2,1.68117179326245e-08
PDCD5,1.68074589273151e-08
PREPL,1.67750439189524e-08
FGD2,1.67670587527848e-08
SNHG11,1.67581909596371e-08
IP6K2,1.67449320558927e-08
GSTO1,1.66763250233148e-08
MEIS2,1.66416096069488e-08
MIA2,1.66084443235254e-08
PSPH,1.65956474511016e-08
TMEM212,1.65894903211881e-08
PRRC2C,1.65665662255879e-08
CSTB,1.65485682394922e-08
MAP1B,1.65379598911067e-08
SSBP3,1.65242460121928e-08
SS18L2,1.65178604915903e-08
NDUFA12,1.64791611618435e-08
KCTD12B,1.64768508336633e-08
NAMPT,1.64478535304809e-08
COPA,1.64409793979432e-08
TIMM23,1.64161494123195e-08
KRAS,1.64061003178072e-08
ABHD14B,1.63888393900205e-08
EIF6,1.63863613287823e-08
TGOLN1,1.63744871545033e-08
RSL24D1,1.63309768841614e-08
ENDOG,1.62815600377669e-08
PAFAH1B1,1.62690465992133e-08
ALAD,1.62485969763096e-08
MRLN,1.62018114576e-08
SLC39A1,1.61721635697118e-08
TRMT112,1.61611018691019e-08
DENND4C,1.6158922323056e-08
RRBP1,1.61266534573387e-08
OSTC,1.61051526112243e-08
TMED8,1.61008120751559e-08
MYO10,1.60894153357994e-08
EIF1AX,1.60726048373227e-08
FNDC3A,1.60355810447589e-08
TIMM8A1,1.59158609407799e-08
PDYN,1.58684054306949e-08
INSM1,1.58663891229778e-08
RRM2B,1.58385010718133e-08
NR2C2AP,1.57858677184182e-08
CHGA,1.57820782248767e-08
DPH3,1.57239429965542e-08
GNG5,1.57135681083651e-08
MRPL23,1.5705022757521e-08
ENO1B,1.56931174254025e-08
SF3B5,1.5689557334621e-08
TSPAN3,1.56701970563773e-08
PNN,1.56687602604672e-08
RCAN3,1.56501440051268e-08
DNAJC19,1.56017605392271e-08
NDUFV2,1.55986444899021e-08
P4HA1,1.55880589564817e-08
TXNIP,1.55807453414176e-08
SLC2A5,1.54095239803513e-08
PLCH1,1.53948238491476e-08
POLR1D,1.53643593359474e-08
IDH2,1.53339894113099e-08
HLF,1.52776752473046e-08
GALNS,1.52776037218071e-08
ST13,1.52705100599906e-08
PNO1,1.52423747160774e-08
SCN3A,1.52290113686155e-08
RAN,1.52250888103806e-08
RNF227,1.52211790344227e-08
SF3B1,1.52173586989453e-08
ZBTB2,1.51663067418092e-08
DTNBP1,1.5159289063316e-08
SMOX,1.51403502255427e-08
GRIA2,1.51305044249383e-08
LPL,1.51038920484293e-08
HNRNPD,1.50824377498849e-08
ZZEF1,1.50796043029687e-08
FARSB,1.50580216694737e-08
KCNK16,1.5029423173459e-08
SETBP1,1.50189982654152e-08
EIF1,1.49768235949961e-08
CCNG1,1.49636091677846e-08
ARHGAP23,1.49538946108663e-08
DHX40,1.48914300035046e-08
ROGDI,1.48847477305955e-08
CEBPD,1.48696748747393e-08
PRSS53,1.48600246096514e-08
PDCD4,1.48511364480893e-08
TUBA1C,1.48462582234546e-08
DHRS7,1.48455579503807e-08
ZFAS1,1.48334376514072e-08
AIMP2,1.48072037791805e-08
LRRN2,1.48012315769649e-08
GRHPR,1.47993082749454e-08
MRPS28,1.47805742787264e-08
TBCA,1.47522797892379e-08
TAF10,1.47514191284342e-08
CNBP,1.4739758498226e-08
CNR1,1.46462305746515e-08
DNAJA1,1.46262592358965e-08
PDCL3,1.46243863817406e-08
CHD7,1.46224854196351e-08
CSNK2B,1.46219239354087e-08
B830012L14RIK,1.46054928827032e-08
LY96,1.45993862548169e-08
AARS,1.45974678905743e-08
DNAJC9,1.45935385182641e-08
YBX3,1.45454809307606e-08
VMP1,1.45283252408282e-08
EIF4G1,1.44825524799181e-08
ELOVL1,1.44551343183957e-08
GIGYF1,1.44518337896731e-08
VDAC2,1.44014638037811e-08
COX6A2,1.43765120995331e-08
FAM92B,1.43646316132719e-08
PRELID1,1.43241020745334e-08
PCMTD2,1.43075479193097e-08
PRPF38B,1.43009667164964e-08
SNHG12,1.42583873587116e-08
CARMIL3,1.42564827549512e-08
SFXN2,1.42106306251478e-08
TM4SF4,1.41947088319856e-08
CNTLN,1.41884610491431e-08
SLC25A42,1.41530169971278e-08
CEP250,1.41526581360504e-08
RFX3,1.40764989717883e-08
DNAJB4,1.40753804690696e-08
MRPL20,1.40547609963539e-08
MRPL57,1.40543915923093e-08
EMC7,1.4031905092808e-08
ADM2,1.40296252324712e-08
DCX,1.40132601578025e-08
P2RX4,1.40071241814089e-08
